X,Predicted,Real
telesni organ koji se kontrahovati . ,1,0
osoba koji ne raditi . ,1,0
"onaj što jesam u saglasnost s norma ili što činiti norma ( standard , socijalan norma , ird ) . ",1,0
izjaviti za neki da jesam kriv po krivičan optužba . ,1,0
"( krivičan prava ) pravnosnažan , osuđujući presuda u krivičan postupak sa dosuđen kazna ",0,1
Učiniti nečist . ,1,0
ljudski biti . ,1,0
osoba ili firma koji zapošljavati radnik ,0,1
sastavljati od komponenta ili delovati . ,0,1
posramiti neki ; povrediti nečiji ponos . ,0,1
osobina stečen kao posledica način na koji jesam biti tretirati kao dijeta ,1,0
čin nameran odstupanje od istina ,0,1
Čin upućivanje . ,1,0
osobina da se radi onaj što jesam ispravan i da se izbegavati onaj što jesam ,1,0
pružiti moralan ili emocionalan snaga ,1,0
stvar koji jesam potreban da biti se nešto napraviti . ,1,0
Čin prljanje nešto . ,0,1
dezinfikovati s hlor ,1,0
duboko dirnuti . ,0,1
protagonista koji nemati osobina koji biti ga činiti junak ( ili junakinja ) ,1,0
organ koji jesam neophodan za život . ,1,0
koji trpiti atrofija ,0,1
stanje zatočenosti ( obično za kratak vreme ) ,1,0
divljački i prekomeran ubijanje mnogi ljudi ,0,1
ispoljavanje rastuženosti ,0,1
"osobina onaj koji ne odustajati od svoj ideja , osećanje ili namera ",1,0
koji jesam pred erupcija ili izbacivati lav ( o vulkan ) ,1,0
zbog šteta koji jesam nanositi u poxlima već jesam istrebiti ,1,0
osoba koji jesam aktivan u politika . ,1,0
"koji pokazivati ili jesam motivisan saosećanje , razumevanje i velikodušnost ",1,0
ubiti velik broj ljudi bez razlika . ,1,0
Pričati na besposlen ili neobavezan način sa element sumnja ili bez dovoljno razlog da se doći do zaključak . ,0,1
onaj što jesam otkriven instinkt ili zaklučivanjem a ne prepoznavanje uočen znak ,1,0
Nešto što jesam zapoveđen . ,1,0
onaj što se na kraj proizvesti . ,1,0
Čin prilazak cilj . ,1,0
Malvaceae ; Bombacaceae ; Elaeocarpaceae ; Sterculiaceae ; Tiliaceae ,1,0
"onaj koji se ne moći ukazati poverenje , u koji se ne moći pouzdati ",0,1
Učiniti slab . ,1,0
"Nezavistan , jesam spojiti ili sjediniti . ",1,0
čin bezbolan ubijanje neki ( posebno neki ko patiti od neizlečiv bolest ) ,1,0
naneti neki nepravda ,0,1
nesposobnost osoba da se setiti ili uraditi onaj što obično moći ; često uzrokovati emoionalnom napetost . ,0,1
Čin konstruisanje nešto ( kao masšinskog delo ) . ,0,1
zlonameran zadovoljstvo ,0,1
biti veoma primetati . ,1,0
Okružiti neki tako da se primorati na predaja . ,1,0
"koji karakeriše ili koji pokazivati odbijanje , poricanje ili suprotstavljanje ; koji nemati pozitivan svojstvo . ",0,1
stanje stvar koji jesam skoro izvan nečiji mogućnost da jesam rešiti i zahtevati velik napor da se rešiti ili prevazići . ,0,1
Ispuštati vonj . ,0,1
ljudski tvorevina koji jesam neki stvoriti . ,0,1
ubijanje čovek od strana drugi čovek . ,1,0
odbaciti ( dokument ) kao nevažeci ,0,1
tresti se kao od hladnoća ili strah . ,1,0
koji na sebe imati prljavština ili nečistoća . ,0,1
postati manje . ,1,0
opaliti ili se isprazniti ,1,0
proizvesti ruka . ,1,0
svaki šteta proisteći iz povreda prava ,0,1
a commercial mix for making a caka ,1,0
"nagovestiti , naslutiti , predosećati . ",1,0
"o autor , koji jesam tipičan za autor , ili koji jesam stvoriti autor ",1,0
koji osećati ili ispoljavati velik uzbuđenje ili zainteresovanost ,1,0
osobina onaj što zasluživati poverenje . ,1,0
Obična osoba koji prihvatati vođstvo neki drugi osoba . ,1,0
nečiji bračni drug ,1,0
"saglasan zakon , prema zakon ",1,0
"biti kakav oštetočina na telo izazvan nasilje , nezgoda ili prelom . ",0,1
Započeti ili voditi rat . ,0,1
odsustvo moralan ili duhovan vrednost ,0,1
nepravedan postupanje prema neki osoba ili grupa na osnova predrasuda . ,0,1
otkazati ili poništiti radnja ili njen posledica ,1,0
koji jesam nezavisan . ,0,1
postati nestabilan . ,0,1
koji obezbeđivati ili osećati fizički udbnost ili opuštanje . ,1,0
odsustvo kvalitet koji biti činiti nešto vredan ili korisnim . ,0,1
koji se protiviti pravilo ili usvojen praksa . ,0,1
ne pridržavanje moralan princip . ,1,0
"koji misliti najgore o ljudski priroda i motiv ; koji imati podrugljiv neverica u , npr . u nesebičnost drugi ",0,1
preterano velik ,1,0
koji pripadati ili jesam ograničiti na blizina . ,1,0
"Izložiti politički , religiozan ili moralan cenzura . ",1,0
Učiniti da neki postati državljanin . ,1,0
okrutno ili nehuman postupanje ,0,1
"izazvati ljutnja , bes . ",0,1
neki cilj koji se žeti neposredno postignuti . ,1,0
"govoriti nerazgovetno , obično tih glas . ",0,1
biti zahvatiti vatra ili bolest ,1,0
Piperaceae ; Saururaceae ; Chloranthaceae . ,1,0
Čin koji se neki prati ( ili prati neki drugi ) . ,1,0
stanje dobar od ranijeg . ,1,0
