X,Predicted,Real
biti u neki određenom stanje ili uslov ,1,0
"koji ohrabrivati , odobravati ili zadovoljavati ",0,1
Položaj blizu ili smer prema desni strana ; tj . strana ka jug kada jesam osoba ili predmet okrenut ka istok . ,1,0
vrednost ispod koji dolaziti @card@ % sav slučaj ,1,0
okarakterisan neprijateljstvo ili zlovolja ,1,0
Tražiti radi zaposlenje . ,1,0
stanje koji prethoditi povraćanje ,1,0
posedovanje kontrolisanje uticaj . ,1,0
kvalitet onaj što jesam teško otkriti ili analizirati . ,1,0
velik tuga uzrokovati gubitak voljen osoba ( posebno smrt ) . ,1,0
ispoljavanje rastuženosti ,1,0
učiniti nešto prav i ispravan ,1,0
"ukloniti sa određenog mesto , okruženje ili iz kakav mentalan ili emocionalan raspoloženje ; preneti na nov lokacija ili prevesti u kakav drugi raspoloženje ",1,0
"u računarstvo , @card@ karakter koji činiti ASCII kodni šema . ",1,0
stanje stalan živahan delovanje koji karakterisati neki aktivnost ,1,0
biti koji od broj ili simbol koji činiti proizvod kada se međusobno pomnožiti . ,1,0
koji se odnositi na govorni osobina koji obuhvatati više od jedan govorni zvuk ,1,0
mehanizam koji prenositi snaga od motor taj točak motorni vozilo . ,1,0
upadljiv uspeh . ,0,1
dati prvenstvo kandidat ili mera ili odluka . ,1,0
organizacija čiji jesam cilj pribavljanje politički moć . ,1,0
biti veoma primetati . ,0,1
hrana koji se služiti u jedan trenutak . ,1,0
umetnik koji slika . ,1,0
lekar koji jesam specijalizovati za bolest uši . ,1,0
reč koji označavati radnja ili stanje ,1,0
razgnevxlen nešto nepravedan ili pogrešan ,1,0
smanjenje vrednost stvar usled činjenje ili nečinjenje ,1,0
sposobnost da se vispren procena situacija ili okolnost i da se izvući čvrst zaključak . ,1,0
nejasno i neprijatan osećanje koji se imati u iščekivanje neki loš ishod ,1,0
"onaj koji odgovarati određenoj osoba , mesto , stanje i sl . ",1,0
biti koji organ koji jesam uključiti u seksualan reprodukcija . ,1,0
"naručiti , pozvati ili tražiti određenu dužnost ili aktivnost , posao , uloga ",1,0
čin umirivanje ; ponovan zadobijanje čiji poverenje ,1,0
naki od gljiva iz pododeljak Basidiomycota koji činiti klobuk na kraj drška koji rasti iz podzeman micelijuma ,1,0
stanje posvećenje od bog ,1,0
oslobađanje od stisak ,1,0
forma stih pogodan za obrada junački ili uzvišen tema ; daktilni heksametar ili jampski pentametar ,1,0
osoba koji ispoljavati pobožnost . ,1,0
kreativan pisanje koji imati umetnički vrednost . ,1,0
visok šaš iz dolina Nil koji davati vlakno koji se kroz istorija koristiti za razneti namena . ,1,0
Čin postavljanje i držanje kurs . ,1,0
akt koji činiti da prethodan akt ostati bez učinak ( kao da jesam ni učiniti ) ,1,0
koji jesam zadovoljan ; koji doživljavati ili ispoljavati nezadovoljstvo ,1,0
Čin koji se odustajati i napuštati broba ili zadatak . ,1,0
"u grčki mitologija glasnik bog ; bog trgovina , lukavstvo , pronalazaštvo i lopov ; u rimski mitologija on odgovarati Merkur ",1,0
prostorna osobina onaj što jesam razbacati svuda po neki oblast ili prostor ,1,0
stanje koji karakterisati osećanje u raspon od blag nezadovoljstvo do dubok bol . ,1,0
"proces tokom koji ličnost i seksualan ponašanje sazrevati kroz pet faza : prvo usmen faza , slediti analan faza , a onda falusna faza , latentan faza i konačno genitalni faza . ",1,0
izuzetno uvredljiv za moral ; koji izazivati užas ,1,0
u rimski mitologija bog morati ; u grčki mitologija on odgovarati Posejdon ,1,0
tamnosiv oblak koji donositi kihati ,1,0
promena položaj nagore ,1,0
Osećaj zanimanje i zainteresovanost za neki ili nešto . ,1,0
Doći do tačka ključanje i preći iz čvrst u tečan stanje . ,1,0
"putovanje koji imati cilj i , obično , uključje povrat . ",1,0
grupa ljudi okupljen zajedno radi zadovoljstvo . ,1,0
relacija po koji se određivati biti koji položaj u odnos na biti koji drugi . ,1,0
lajati visok ton ,1,0
testiranje ideja ,1,0
propovedati jevanđelje ,1,0
program koji ispitivati drugi računarski program da li jesam sintaksički ispravan ,1,0
stanje služenje kao služben i autorizovan predstavnik ili zastupnik . ,1,0
specifikacija princip dizajniranje koji uključivati format podatak i procedura za kreiranje mrežni konfiguracija za obrada podatak ,1,0
jednostavan stohastički proces u koji distribucija budući stanje zavisiti samo od trenutan stanje a ne i od taj kako se stignuti u trenutan stanje ,1,0
Događaj koji se dešavati u kritičan trenutak . ,1,0
relativan pozicija ili stepen vrednost u ocenjivan grupa ,1,0
Učiniti ili izazvati da nešto postati . ,1,0
potez učiniti da se ostvariti neki taktički cilj . ,1,0
finansijski institucija koji finansirati svoj investicioni aktivnost od prodaja hartija od vrednost ili osiguranje ,1,0
organizacija vojni mornarički snaga . ,1,0
deo životinja koji odgovarati ljudski lice . ,1,0
koji nemati osećanje sažaljenje i toplina ,1,0
jabuka koji rano sazrevati popularan u severoistočni Amerika ; najčešće se jesti sirov ali jesam pogodan i za sos od jabuka ,1,0
"u gramatika reč pomoću koji se izražavati količina , kao "" petnaest "" i "" mnogi "" . ",1,0
obožavanje mesto ,1,0
"drmanje , prodrmavanje neki bolesnik da biti se utvrditi postojanje bolest ili da biti on se olakšati bol . ",1,0
broj koji predstavljati veličina za koji se predpostavlja da imati fiksni vrednost u određenom matematički kontekst . ,1,0
Društvena snaga koji povezivati osoba sa njihov obaveza i izazivati akcija koji snaga nalagati . ,1,0
"stanje u koji jesam ljudi , ideja ili interes suprotstaviti . ",1,0
zagovornik princip monarhija ,1,0
terapija koji lečiti bolest ili ublažavati bol . ,1,0
"amblemski crtež , posebno na grb . ",1,0
isturen deo kapa zahvaljujući koji jesam oči u senka ,1,0
baciti činiti na neki ili nestxo ,1,0
prezent koji se koristiti kako biti se opisati prošli radnja ili stanje ,1,0
stanje kada nešto prijanjati ili se držati zajedno . ,1,0
ugalj srednjekalorične vrednost pogodan za primena kao energetski gorivo ,1,0
proizvoditi literaran delo . ,1,0
osećanje uporan tuga ,1,0
Psihološko stanje neki ko funkcionisati na zadovoljavajući nivo emocionalan prilagođavanje i ponašanje . ,1,0
menjati smer . ,1,0
stanje onaj što sadržati ili jesam prekriven tečnost ( posebno voda ) . ,1,0
obožavanje vatra ,1,0
"vrsta šumski božanstvo , Bahov branilac ; u rimski mitologija ona odgovarati fauna ",1,0
gubitak osećaj u manjem delo telo ( npr . kod vađenje zub ) ,1,0
tražiti odrediti iznos kao naknada ,1,0
neki ko proizvoditi nešto . ,1,0
naglo zaokrenuti ; iznenada promeniti smer ,1,0
"postati velik , širok , napredan . ",1,0
stanje kada deo muskulatura treper umesto da izvoditi kontrakcija . ,1,0
odrediti vrednost nešto . ,1,0
politički sistem koji upravljati božanstvo ( ili zvaničnik za koji se smatrati da jesam imati božanski autoritet ) ,1,0
strm visok obronak ili stena ,1,0
napisati ili izgvoriti slovo koji zajedno činiti kakav konvencionalan prihvaćen sled ( reč ili deo reč ) ,1,0
ponašanje koji jesam u sklad sa prihvaćen standard ,1,0
( filozofija ) doktrina koji pojaviti objašnjavati preko njihov cilj ,1,0
Čin koji se prekidati ustanoviti stanje stvar ; posebno veza sa Engleska crkva . ,1,0
"tip otpornik čiji se električni otpor menjati sa promena temperatura ; zbog taj osobina , nalaziti primena kao senzor temperaturni promena ",1,0
ublažavanje kazna ili oslobađanje od kakav neprijatan dužnost od strana sudija ili roditelj ili nastavnik ,1,0
predati nešto neki na čuvanje . ,1,0
posmatrati s pažnja ; upraviti nečiji pogled . ,1,0
neki čiji jesam zaduženje da propovedati jevanđelje ,1,0
deo ljudski telo između vrata i dijafragma ili odgovarajući deo kod drugi kičmenjak . ,1,0
koji jesam osloboditi stresati ili pogodovati mentalan opuštenost ; koji imati ili pružati duševan mir ,0,1
ona koji imati visok robni ili novčan vrednost za korišćenje ili razmena ,1,0
uzrok velik patnja i nesreća . ,1,0
ukupan količina ,1,0
svetac kolektivno . ,1,0
imati namera da se nešto izraziti ili preneti . ,1,0
predvodnik orkužanih snaga ,1,0
"stanje u koji jesam neki bogat , imati obilno materijalan dobro i novac . ",1,0
Položaj blizu ili smer prema levi strana ; tj . strana ka sever kada jesam osoba ili predmet okrenut ka istok ,1,0
porodica koji činiti sisara . ,1,0
ukupnost uslov u nepsorednom okruženje . ,1,0
"žalovati , tugovati , ili osećati gubitak zbog nešto što jesam učiniti ili jesam učiniti ",1,0
koji ne moći da govoriti zbog urođen gluvoća ,1,0
"stanje nešto što jesam zajedno , ujediniti ili povezati . ",1,0
"skrenuti sa prav kurs , utvrđen smer ili interes . ",1,0
"postati bled , na primer , od strah . ",1,0
"koji jesam u sklad sa fiksiran redosled , procedura ili princip . ",1,0
umetnik koji nameran prekid sa prethodan stil . ,1,0
osećanje velik utučenost i melanholija ,1,0
Doći do odluka . ,1,0
"čin komuniciranje sa božanstvo ( posebno koji se izražavati molba , obožavanje , pokajanje ili zahvalnost ) ",1,0
igra koji igrati deca . ,1,0
promena iz jedan stanje u suprotno . ,1,0
praksa držanje rob . ,1,0
spomenik koji se sastojati od veoma velik kamen koji činiti deo praistorijski struktura ( posebno u zapadni Evropa ) ,1,0
"aneko oboljenje koji karakterisati abnormalan funkcionisanje imun siste , a što dovoditi do taj da imun sistem bolesnik proizvoditi antitelo protiv sopstven tkivo ",1,0
karakter koji se dodavati na kraj blok podatak koji se transmitovati i koristiti se za provera ispravnost transmisija ,1,0
"sprečiti da nešto biti uključiti , razmatran ili prihvaćen ",1,0
koji posedovati gramatički kategorija lice ,1,0
organizacija podatak u sklad sa specifikacija slaganje ( obično za računarski obrada ) ,1,0
stanje življenje . ,1,0
smatrati da jesam u određenom stanje ili na određenom mesto ,1,0
Hipotetička snaga koji se nakd pripisivati funkcija i kvalitet svojstven živ biće . ,1,0
geometrijski element koji imati položaj ali ne i dimenzija . ,1,0
onaj koji predviđati važan zbivanje ,1,0
postati stabilan ili stabilan . ,0,1
"Bučno slaviti , uključiti se u bučan proslava . ",1,0
elektromagnetni zračenje koji proizvoditi vizuelan osećaj ( u fizika ) . ,1,0
"u grčki mitologija ženski Titan , boginja bistar intelekt ",1,0
jedan od element koji kolektivno činiti brojni sistem ,1,0
"u računarstvo , tehnika koji jedan mašina postignuti isti rezultat kao drugi ",1,0
u psihoanaliza postojati i tumačenje da roditeljski figura ( i njihov vrednost ) se projektovati na dete . Glas savest jesam obično glas jedan od roditelj . ,1,0
pretrpeti ( o povreda i bolest ) . ,1,0
"u opšti smisao inkorporacija , upijanje , prisvajanje i shvatanje spoljnji svet pomoću mentalan slika . ovaj termin ukazivati da se uvek nešto što spolja samo po sebe postojati , poseban mehanizam inkorporirati kao sopstven , naročito ako se taj odnositi na osoba koji predstavljati uzor pojedinac , poput roditelj . na taj način introjekcijom se usvajati moralan norma šta se i objašnjavati formiranje superega . ",1,0
novčan jedinica u Sao Toma i Princip ,1,0
navlaka koji prerušavati ili štititi lice . ,1,0
"spis koji obezbeđivati neki informacija , obično služben priroda . ",1,0
platiti protivzakonito u zamena za naklonost ili uticaj . ,1,0
"promeniti orijentacija ili smer , takođe i u apstraktan smisao . ",1,0
kapa sa visok kruna - obično prekriti koža dabar ili svila ,1,0
stanje koji još ne odgovarati zrelost . ,1,0
reč ili sintagma koji bliže određivati značenje neki drugi element ,1,0
biti na onaj stran telo ili pokazivati u smer onaj strana telo koji jesam okrenut istok kada jesam lice prema sever . ,1,0
oborina koji činiti komadić led ,1,0
šta apstraktan imati ili posedovati ,1,0
general visok rang ,1,0
staviti u redosled za sudski postupak ,1,0
obožavanje čudo ,1,0
stanje politički konflikt u koji se koristiti neoružana sredstvo . ,1,0
izraz čiji značenje ne moći da se zaključiti iz značenje reč koji ga sačinjavati . ,1,0
dati neki osobina nešto . ,1,0
usrećiti ili zadovoljiti ,0,1
teorijski raspodela sa konačan srednji vrednost i varijansom ,1,0
Tačka u koji se tri površ sreća ili presecati . ,1,0
postaviti u neki položaj . ,1,0
vredan ruda srebro koji se sastojati od srebro sulfid ( Ag2S ) ,1,0
( filozofija ) filozofski teorija prema koji jesam neki ideja urođen ,1,0
navodni supstanca za koji se verovati da obezbeđivati večan život ; nekada jesam jesam tražiti alhemičar ,1,0
okrenuti tako da se izložiti lice ,1,0
koji zasluživati sažaljenje ili podsticati na sažaljenje ,1,0
izazivati npr . evropski i azijski povratan groznica ,1,0
institucija ( zavod ) u koji jesam zatvoren lice u cilj njihov kažnjavanje i kako biti se javnost od ona zaštititi ,1,0
kvalitet da jesam šta opšti ili široko rasprostranjen ili da imati opšti primenljivost ,1,0
osoba koji imati konzervativan ideja ili stav . ,1,0
strah koji osećati osoba koji trebati da nastupiti pred publika ,1,0
mali šupljina ispuniti tećnošću u citoplazmi ćelija . ,1,0
Čin koji se zauzimati povaljen položaj . ,1,0
čovek koji verovati u okutizam i koji verziran u okultan postupak ,1,0
skup jednačina dva ili više promenljiv za koji postojati vrednost koji zadovoljavati sav jednačina istovremeno ,1,0
u grčki mitologija lep mladić koji se zaljubiti u sopstven odraz ,1,0
razmena gde trgovina hartija od vrednost vršiti profesionalan broker ,1,0
prilika za poseban veselje da obeležiti neki srećan događaj ,1,0
"celokupan psihički aktivnost odrediti jesam princip zadovoljstvo . po psihoanaliza , jedan od važan pojam , koji označavati subjektivan snažan i kratkotrajan afekt uživanje , praćen rasterećenje tenzija nagon i postizanje zadovoljenje . zadovoljstvo jesam prijatan osećanje koji varirati od osećanje blag ugodnost , preko uživanje sav do ekstaza . ",1,0
"stanje spajanje , povezanost . ",1,0
izgled koji predočavati lice osoba . ,1,0
moralno iskvariti ,1,0
skraćen rečnički izdanje pogodno za držanje u ruka ,1,0
imati određenu cena . ,1,0
biti prodati za određenu cena . ,1,0
zagovornik princip humanizam ,1,0
antigen krvni grupa koji imati Rh pozitivan osoba ; ako Rh negativan osoba dobiti transfuzija krv od Rh pozitivan osoba moći doći hemolize ili anemija . ,1,0
osobina neki oblik : tačan podudarnost forma na suprotan strana linija ili ravan razdvajanje . ,1,0
"francuski vojnik i pisac od čiji opis seksualan perverizja jesam nastati izraz "" sadtzam "" ( @card@ ) ",1,0
ukupnost poslovan aktivnost . ,1,0
evropski slatkovodni riba sa pljosnat telo i srerkastom krljušt ; jesam mnogo vredan za ishrana . ,1,0
"koji misliti najgore o ljudski priroda i motiv ; koji imati podrugljiv neverica u , npr . u nesebičnost drugi ",1,0
ulica po koji se vozilo kretati u oba smer ,1,0
"objekt u koji jesam sedište visok obrazovanje , uključivati uprava , smeštaj kao i prostorija za istraživanje i nastava . ",1,0
jedan od @card@ država koji činiti sad ,1,0
koji ne proizvoditi nameravan efekt . ,1,0
postupak vezati za seksualan opštenje . ,1,0
virus koji izazivati velik boginja kod ljudi ; moći da se koristiti kao biološki oružje ,1,0
"zamenjivanje nazivati osobina ili svojstvo za sam ime ( kao u "" oni jesam brojati glava "" ) ",1,0
obožavanje sunce ,1,0
gledati sa čuđenje ; gledati glupav . ,1,0
supstanca za koji se verovati da lečiti sav bolest ,1,0
jednostavan mašina koji se postignuti mehanički pomeranje kada imati oslonac . ,1,0
"ukinuti , šta uništenje ili opoziv uzrokovati ",1,0
vanmaterični trudnoća koji se razvijati u abdomen ,1,0
Mišić koji proizvoditi ili pomagati u uvrtanje . ,1,0
"jako tvrd italijanski sir oštar ukus , pogodan jesam za rendanje ",1,0
"koji nemati potreban sposobnost , veština ili znanje . ",1,0
vrednost koordinata na vertikalan osa . ,1,0
merni instrument konstruisati da mera snaga . ,1,0
"briga vezati za ovaj svet , nasuprot briga vezan za posthuman život . ",1,0
statistički vrednost koji karakterisati distribucija ,1,0
stanje ili činjenica postojanje . ,1,0
"poljoprivredni mašina koji se istovremeno žeti , vršiti , spremati slamati itd . ",1,0
stanje imovina da jesam u ruka primalac . ,1,0
kristal natrijum hlorid koji se javljati u priroda ,1,0
deo horski otići koji odgovarati prethodan strofa u klasičan grčki drama ; drugi od dva metrički odgovarajući delo pesma ,1,0
poslovno odelo koji se sastojati od odgovarajući jakna i suknja ili pantalone ,1,0
"izgubiti jedrina , svežina , posebno zbog gubitak vlaga . ",1,0
vid glagol koji se izražavati početak neki radnja ,1,0
supstanca koji činiti telo . ,1,0
"poziv na sud koji se nalagati prisustvo optužen , ( obično po privatan tužba ) ; nepojavljivanje optužen rezultirati donošenje presuda zbog izostanak ( na šteta optužen ) ",1,0
posebno zanimanje za koji jesam obučiti ,1,0
"nezakonit uplitanje u čiji tuđ posed ( ličan imovina kao i nekretnina ) , ili postupak pokrenuti za povraćaj šteta ",1,0
čovek koji učestvovati u igra na sreća i u taj ulagati novac ,1,0
rasprava koji donositi nov tačka gledište kao rezultat istraživanje ; obično jesam zahtev za više akademski titula ,1,0
"skup koji jesam prazan , koji nem element ",1,0
slovo alfabet koji odgovarati suglasnički fonema ,1,0
"nastaviti odrediti stanje , uslov ili aktivnost . ",1,0
esej ili članak u koji se davati kritički procena ( knjiga ili predstava ) ,1,0
Draguxar koji proizvoditi nakit od zlato . ,1,0
napraviti litograskim postupak ,1,0
dati prednost jedan kreditor u odnos na drugi ,1,0
"Učiniti da nešto biti puno , moći i u metaforičan značenje . ",1,0
okolnost pod koji jesam osobina stanje relativno stalan čak i ako jesam samo stanje dinamično . ,1,0
sadržati nedovoljno materijal ili nemati dovoljno značaj ,1,0
uređenje klauza u rastući red po snaga ,1,0
neki ko operisati nervni sistem ( posebno mozak ) . ,1,0
brinuti o sav spoljašnji izgled . ,1,0
biti smestiti negde ; zauzimati odrediti položaj . ,1,0
osećanje sklonost prema osoba ili institucija ,1,0
organizacija vojni kopnen snaga . ,1,0
dodeliti početan vrednost računarski program ,1,0
širok opseg ,1,0
grupa umetnik koji se slagati o neki opšti princip . ,1,0
imati ili vršiti uticaj ili delovanje . ,1,0
"mali crv koji inficirati čovekov crevo i rektum , posebno kod deca . ",1,0
škrtost koji proizilaziti iz briga za sopstven dobrobit i nepoštovanje drugi ,1,0
Prihvaćen kao pretpostavka . ,1,0
okrenuti lice u određenom smer ,1,0
privremen smeštaj u priroda za putnik ili turista . ,1,0
stanje kada jesam učiniti prekršaj . ,1,0
proizvoditi zvuk lajanje . ,1,0
particip koji se izražavati završiti radnja ,1,0
"povezati zajedno , posebno u par ",1,0
supstanca koji jesam u fluidan stanje na sobni temperatura i pritisak . ,1,0
potvrditi konsultovati se sa izvor ili autoritet ,1,0
( klasičan mitologija ) zmija ( ili gušter ili zmaj ) sposoban da ubiti dah ili pogled ,1,0
sintetički elastičan materija čiji osobina ličiti na prirodan guma ,1,0
( gramatika ) kategorija reč koji imati isti gramatički osobina ,1,0
"preneti neki znanje o neki činjenica , stanje stvar ili događaj . ",1,0
Čin ukrašavanje nešto ( u nada da hteti od taj privlačan izgledati ) . ,1,0
"tanko , hrskav parac krompir pržiti u dubok ulja ",1,0
čin pristajanje ( kao što jesam pristupanje čiji zahtev ) ,1,0
transformacija kvadratni matrica u dijagonalan oblik ( sav nenulte vrednost jesam na glavnoj dijagonala ) ) ,1,0
u grčki mitologija ćerka Zevs i Demetar ; po drven mitologija Pluton ona jesam učiniti kraljica podzeman svet ; u rimski mitologija ona odgovarati Prozerpina ,1,0
Pružiti se u jedan pravac što jesam moguće više . ,1,0
nepravedan čin ,1,0
prihvatiti neki u versaku zajednica ,1,0
posuđe za kuvanje ,1,0
psihoaktivni lek koji se koristiti za snižavanje visok krvni pritisak ,1,0
"koji jesam sličan po veličina , oblik i relativan pozicija odgovarajući deo ",1,0
koji jesam u dobar zdravlje telo ili duh . ,1,0
Osećanje pomanjkanje briga . ,1,0
ukupan vrednost imovina za oporezivanje . ,1,0
koji dolaziti posle i slediti posle nešto . ,1,0
( filozofija ) doktrina prema koji jesam verovatnoća ( pošto jesam pouzdanost nedostižan ) dovoljan osnova za verovanje i delanje ,1,0
osobina nešto stxo se držati zajedno i čuvati oblik ,1,0
koji se kretati ili dozvoljavati kretanje samo u jedan smer ,1,0
"osnova za poređenje , referentan vrednost u odnos na koji se račnaju drugi ",1,0
sumnjati ili izražavati sumnjičav spekulacija . ,1,0
neki ko učestvovati u javan izražavanje grupni osećanje ,1,0
Komad nameštaj sa ladica za držanje odeća . ,1,0
"formalno , stratigrafski jedinica lokalan značaj . neformalan tanak sloj sa različit atribut , biohorizont , litohorizont odnosno seizmički horizont . ",1,0
čin prisiljavanje sila ili autoritet ,1,0
Energičan napor da se nešto postignuti . ,1,0
promena iz čvrst ili gasovit stanje u tečan ,1,0
jevrejski praznik koji se slaviti šesti Sivan koji se slaviti Mozesovo primanje deset zapovest ,1,0
veoma loš kvalitet ili u veoma loš stanje ,1,0
stvoriti društven ili emocionalan veza . ,1,0
stanje biti nezaposlen ili nemati posati . ,1,0
prostran zemljoposed ( posebno u unutrašnjost ) ,1,0
"učiniti velik u količina , broj ili snaga ",1,0
stanje dete između ran detinjstvo i adolescencija . ,1,0
dovesti neki do određenog postupak ili stanje . ,1,0
stavljanje nešto ( kao književan delo ili zakonodavni predlog ) u prihvatljiv forma ,1,0
zakon donositi ili šta zakonodavnim put sprovoditi ,1,0
"osoba za odnos sa javnost koji pokušavati da sprečiti loš slika u javnost objavljivanje povoljan tumačenje reč ili delo kakav preduzeće , politički partija ili poznat osoba ",1,0
Obožavanje koji pripadati samo bog ,1,0
nem rog ; u gornji vilica nem sekutić ; očnjak gornji vilica jako razviti ; po neki osobina sličan kamila . ,1,0
Umešnost u rukovanje koji poticati od vežbanje i dobar poznavanje . ,1,0
Koginitivni proces donošenje odluka . ,1,0
australijski drvo sa prijatno kiseo plod koji podsećati na tikva ,1,0
"koji dozvoljavati komunikacija samo u jendom smer u jedan trenutak ; kod telegraf , dozvoljavati samo jedan poruka na linija u svaki trenutak ",1,0
