X,Predicted,Real
politički sistem koji upravljati božanstvo ( ili zvaničnik za koji se smatrati da jesam imati božanski autoritet ) ,1,0
"bogat , penast krema koji se praviti od ulupan belance i neki bogat i gust krema ",1,0
majmun drekavac . ,1,0
a pravni isprava koji pružati informacija koji se tražiti kod zaposlenje određenih lice u pojedini država ,1,0
dugače trkaći saonice sa sistema za upravljanje ,1,0
uništiti kakav raspored ili redosled ,1,0
praotac neki osoba . ,1,0
koji osećati ili izazivati radost ,1,0
' š ' šum koji proizvoditi simulans koji sadržati sav čujan frekvencija vibracija ,1,0
blagonaklon procena ,1,0
"Severnoamerički medved , smeđ ili crn dlaka ; manjiti i manje okrutan od smeđ medved . ",1,0
serijski izvršavanje računarski program ,1,0
čin koji se neki osoba proterivati iz domovina ,1,0
mali digitalan račnar zasnovati na mikroporcesorima konstrisan tako da moći da ga nositi samo jedan osoba ,1,0
crveno stoni kalifornijski grožđe ,1,0
gledati sa čuđenje ; gledati glupav . ,1,0
Mužjak imati jesam plavkastocrn . ,1,0
vrednost koordinata na horizontalan osa . ,1,0
savremen dijagnostički slikovan metoda . osnovni prednost metoda jesam velik mogućnost razlikovanje različit tkivo organizam čovek i njihov prikazati u različit ton siv skala . ,1,0
Čin ispaljivanje projektil . ,1,0
kobra . ,1,0
ostrvlje u Norveška mora ,1,0
instrument za izvršenje smrtan kazna ( pogubljenje ) koji se sastojati od drven ram gde se izvršavati smrtan kazna vešanje ,1,0
dokument o punomoćje koji izdavati akcionar jedan korporacija a koji daju ovlašćenje da u njihov ime postojati jedan glas na korporativan ( akcionarski ) sastanak ,1,0
uzimati ili konzumirati redovno ili često . ,1,0
jak destilovan liker ili brendi ,1,0
azijski slon čiji mužjak imati manje uši i surla . ,1,0
Zločin manje ozbiljan od težak . ,1,0
slon ,1,0
sistem delovati telo koji zajedno služiti za neki određenu svrha . ,1,0
proučavanje mit ,1,0
koji ići naniže ili se smanjivati ,1,0
stvaranje nov ( uređaj ili proces ) kao rezultat ispitivanje i eksperimentisanje ,1,0
krevetski pokrivač koji održavati toplota spavač ,1,0
"primeniti , primenjivati u komponovanje zakon kontrapunkt ",1,0
najmanji ceo broj ili znak koji obeležavati taj broj ,1,0
"identifikovati , na primer , kao u botanika ili biologija . ",1,0
istrajati ili uspevati . ,1,0
neki geografski zona podeliti neodređeno prema klima i širina . ,1,0
o trohejama ili koji jesam sačiniti od troheja ,1,0
pomoćnik urednik ,1,0
perkusija jesam metoda fizikalni pregled pri šta se udar u odrediti deo telo proizvoditi i analizirati razičiti akustički fenomen i na taj način se postavljati dijagnoza . ,1,0
proces i funkcija organizam . ,1,0
sakriti pod lažan pojava . ,1,0
Čep koji se zapušavati boca . ,1,0
karakterističan funkcionisanje nešto ,1,0
"zamagljen mesto na rožnjači , dovoditi do nejasan vida ",1,0
fistularija ,1,0
sistematski istraživanje pitanje od javan interes ,1,0
Završna akcija . ,1,0
"stvoriti mentalno i apstraktan , a ne ručno . ",1,0
"Tražiti zakonski , o zahtev i dugovanje ",1,0
umetnik iz perioda romantizam ili koji jesam pod uticaj romantizam . ,1,0
zakon koji donositi zakonodavno telo . ,1,0
"čin smišljanje nešto , npr . pravljenje skica , nacrt ili plan ",1,0
Učiniti da nešto biti pomaknuti prema napred . ,1,0
bodljikav dvozupka ,1,0
Čin verbalan obaveštavanje . ,1,0
Isplaćeni novac . ,1,0
"promeniti boja , često na neželjen način . ",1,0
kukuruz . ,1,0
"koji se žeti , tražiti ",1,0
uzrokovati ili dozvoliti da ( kakav čvrst supstanca ) teći ili isteći ili preteći ,1,0
bog medicina i lečenje ,1,0
preliminaran verzija pisan delo ,1,0
"raširiti , razbacati ili podeliti ",1,0
Mešavina u koji jesam fin čestica umešati u fluid u koji ona podržavati plutanje . ,1,0
udruživanje tri ili više homologih hromozom tokom prvi deoba u mejozi ,1,0
omlet nalik na sufle koji se praviti tako što se belance poseban mutiti i dodavati ,1,0
odbaciti neki svoj . ,1,0
šta na neodređen vreme odložiti ili šta što jesam biti zakazati poništiti ,1,0
broj koji deliti neki drugi broj . ,1,0
u neki klasifikacija se razvrstavati kao razdeo carstvo Protista ; heterotrofan ili saprofitne flagelate ,1,0
Količina koji moći da stati u boca . ,1,0
zaliv u Sredozemnom mora na jugozapad Turska ,1,0
ruka ili neki predmet izazvati udarac . ,1,0
Ponašanje sa neki ili nešto . ,1,0
prekriti nešto boja . ,1,0
čin prisiljavanje sila ili autoritet ,1,0
kolonija zec ,1,0
posebno solistično izvođenje muzika ili ples . ,1,0
"Nešto što se ponovo događati , posebno u pravilan interval . ",1,0
"u telekomunikacija , kodni sistem u koji jesam ugraditi dodatan bit parnost da biti se otkriti greška ",1,0
dovesti do zaključenje nešto . ,1,0
prebacivanje nešto u forma roman ,1,0
vrlo tanko prirodan ili sintetički vlakno ,1,0
"proširen značenje , naročito u psihološki slislu , ogledati se u jačina strast ili entuzijazam ",1,0
istraživanje sastavni delovati neki celina i kakav jesam njihov međusoban veza ,1,0
pravljenje serija ritmički korak i kretnja u pratnja muzika . ,1,0
sav fenomen koji jesam veštački stvoriti . ,1,0
izazvati da se nešto pokrenuti napred upotrebiti sila . ,1,0
kratak trajanje ili razdaljina . ,1,0
egipatski bog sunce sa glava jastreb ,1,0
svaki promena u normalan struktura ili broj homozoma ; rezultat jesam često fizički ili mentalan nenormalnost . ,1,0
ručni alat za ušrafljivanje vijak ( imati vrh koji se uklapati u glava vijak ) ,1,0
deo horski otići koji odgovarati prethodan strofa u klasičan grčki drama ; drugi od dva metrički odgovarajući delo pesma ,1,0
zagovornik maoizma ,1,0
"u računarstvo , vreme koji jesam potrebno da se uzvrši softver ",1,0
procedura koji se preuzimati da biti se doći do medicinski dijagnoza ,1,0
prvi odjeljak stomak preživar ; ovde se hrana sakupljati i vraćati u usta da biti se ponovo žvakati ,1,0
jedan od sedam dan u nedelja ,1,0
dopunski vrh koji se sučeljavati sa glavnim vrh strela ili koplje i činiti da ga jesam teško otkloniti . ,1,0
nešto što imati vrednost ,1,0
test dati bez prethodan upozorenje ,1,0
"čarapa , dokolenica , sokna , hulahopke i najlonke uzeti zajedno ( Britanac uključivati čarapa u donji rublja ) ",1,0
Potrošiti bez kontrola . ,1,0
( gramatika ) rečenični konstituent koji se označavati onaj na šta delovati radnja ,1,0
proces u koji se glasač pomerati prema nestranaštvu i tako slab struktura politički partija . ,1,0
UY ,1,0
"faza u psihoseksualnom razvoj kada jesam interes dete koncentrisan na analan regija ; fiksacija u ovaj faza jesam reći dmože da dovesti do urednost , zloba , tvrdoglavost , kompulzivnosti . ",1,0
posedovanje materijalan dobro . ,1,0
crn figura ( za razlika od beo figura u šah ) . ,1,0
kompatibilnost opservacija ,1,0
mali komadić obojen papir koji se razbacivati na sav strana prilikom raznih svečanost ,1,0
mural uradjen tehnika akvarel na vlažan malter ,1,0
stanje zrelost ; pun razvoj . ,1,0
platiti novac za neki urađen posao ili usluga . ,1,0
udarati neprestano . ,1,0
liver Or meat Or fowl finely minced Or ground and variously seasoned ,1,0
mali smeđe-siva ,1,0
dati u štampa . ,1,0
poljoprivredni mašina koji se žeti žito ,1,0
zapisati ili odštampati pored i ispod neki drugi karakter ,1,0
biti vlasnik nešto . ,1,0
"kitov pločani : prav kit , brazdasti kit ",1,0
grana biologija koji pročava nasleđivanje i razlika između organizam ,1,0
proces koji jesam obuhvatiti ljudski biće ,1,0
usmeriti ili postaviti ; tražiti odgovor na šta ,1,0
zanimljiv ili šaren ukras koji se dodavati da umanjiti jednoličnost . ,1,0
dati dodatan težina ( kakav razmena ) ,1,0
Čin tečenje ; stalan napredak . ,1,0
neki ko jesam platiti da kucati na pisaći mašina i sl . ,1,0
Proširiti se kroz nešto ili preko nešto . ,1,0
sistem kodiranje koji se koristiti za prenos poruka za koji jesam potreban brzina ili tajnost ,1,0
koji moći razumeti samo posvećen uzak krug ljudi ,1,0
"materijal koji omekšavati pri zagrevanje , a ponovo stvrdnjavati pri hlađenje ",1,0
Škola koji se sastjae nedelja radi religijski obrazovanje . ,1,0
ćelija iz koji se razvijati zubni gleđ ,1,0
Čin veslanje kao sport . ,1,0
radioaktivan transuranski element koji jesam sintetizovati ,1,0
radioaktivan metal smilačan teluriumu i bizmut ; imati ga u uranijumskoj ruda ali se moći dobit i gađanje bizmut neutron u nuklearni reaktor . ,1,0
jedan organizam ,1,0
obezbediti dokaz za nešto . ,1,0
Čin dovođenje stvar ponovo u red . ,1,0
"bakterijski infekcija ograničiti na odrediti organ ili region , posebno onaj koji uzrokovati simptom na drugi mesto ",1,0
čin koji se nešto smanjivati sečenje kraj ,1,0
rasprostranjen paparat šuma i vriština ; korov . ,1,0
onaj što se izvoditi ,1,0
vreme tokom ljudski razvoj pre pojava pisma . ,1,0
kognitivan proces razmišljanje o onaj što hteti raditi kada se nešto dogoditi . ,1,0
Učestvovati u nešto . ,1,0
amino-kiselina koji jesam životinja potreban ali koji oni ne moći da sintetizovati već ona se morati dodavati kroz ishrana be supplied in the diet ,1,0
francuski reč za sreća i dobar raspoloženje ,1,0
rečni patak dug vrata koji imati izdužiti repni pero ,1,0
vlaknast amfibol ; koristiti se za proizvodnja vatrootpornih proizvod ; udisanje vlakno moći izazvati azbestozu ili karcinom pluća ,1,0
strepnja u iščekivanje šta hteti se dogoditi ,1,0
jedan od rožnat rebro koji se stvrdnjavati i držze kriti insekt . ,1,0
Snežni kristal . ,1,0
Jasen . ,1,0
sjediniti se u celina ili postati deo celina . ,1,0
limen muzički instrument koji imati briljantan ton ; imati uzak truba i zvono ; svirati se uz pomoć ventil . ,1,0
drugi ime za Bolonjsku kobasica ,1,0
koji se dešavati ili raditi istovremeno ,1,0
igrati kiju dva taj plivač igrati u bazen pokušavati da ubaciti lopta u protivnikov gol . ,1,0
"pretvarati iz čvrst u tečan stanje , obicno zagrevanje . ",1,0
"tčin dovođenje nešto do najvećemoguće tačka , vrednost ili pozicija ",1,0
"kvalitet da čovek ne stavljati sebe prvo , već da jesam spreman da svoj vreme , novac ili trud posvetiti drugi ",1,0
svojstvo relativan veličina ili opseg . ,1,0
"u nov klafikacijama , koegzistirati sa cilijatama : sitan organizam koji se nalaziti u otpadni organski rastvor ",1,0
transmisija svetlosni signal optički vlakno ,1,0
"koji prema uputstvo i praksa trenirati , naročito da biti ga samokontrola podučiti ",1,0
statistički metoda koji davati vrednost koji se moći testirati da biti se odrediti postojati li signifikantan veza među promenljiv ,1,0
član nomadski Berbera iz Sahara ,1,0
čin davanje otrov osoba ili životinja s namera da se ubiti ,1,0
vojni ustanova gde jesam stacioniran trupa ,1,0
sredina akademski semestar ( ili trimestra ) ili politički mandat . ,1,0
bosti ,1,0
Razni predmet potreban za određenu operacija ili sport itd . ,1,0
religijski obrok koji se deliti kao znak ljubav ili prijateljstvo ,1,0
"Karakteristično stanje osećanje , uobičajen ili relativno privremeno . ",1,0
pružiti potreban podstrek za šta ,1,0
"hodati gordo , često pokušavati da se impresionirati drugi . ",1,0
mesto na koji nem ljudi ,1,0
radioaktivan metalan element ; otkriti bombardovanje uranijum atom helijum ,1,0
životan doba u koji polni žlezda postajati aktivan ,1,0
"nauka koji se baviti prikupljanje , rukovanje , skladištenje , pronalaženje i klasifikovanje zapisan informacija ",1,0
"Pričvrstiti nešto , kao sa konopac . ",1,0
Oružje koji ubijati ili ranjavati civil i vojni lice . ,1,0
supstanca koji se rastvarati u rastvarač ; komponenta rastvor koji menjati svoj stanje ,1,0
EC ,1,0
( računarstvo ) upotreba mikroračunara sa grafički mogućnost za proizvodnja štampan materijal ,1,0
ispoljiti odgovor ili reakcija na nešto . ,1,0
carski rez jesam operativan porođajni zahvat kod koji se porodilja otvarati abdomen i materica a zatim se kroz taj rez vaditi beba . ,1,0
bakterija zemljište koji oksidisati amonijak u nitrite ,1,0
zamenjivanje metonimija jedan figurativan značenje drugi ,1,0
Određena karakteristika ili element u problem . ,1,0
koji lako žaliti i sažaljevati ,1,0
stanje u koji jesam neki zatvoren ( ako u zatvor ) . ,1,0
neki ko obavljati ručni rad igla ( šivenje ili veženje ) . ,1,0
staviti pomoću šarka u položaj da se dozvoliti slobodan kretanje u jedan pravac . ,1,0
Učiniti da neki doći da lično upoznati . ,1,0
krvni grupa čiji crven krvni zrnce nemati Rh faktor . ,1,0
manifestovati nešto ili izneti na videlo . ,1,0
slikar koji raditi mural . ,1,0
luk koji jesam poprečno pričvrstiti na drven greda kako biti usmeriti strela ,1,0
postaviti monarh na presto ,1,0
Doći u posed nešto . ,1,0
dovesti do zaključak ili dovesti do uspešan razrešenje ,1,0
merni instrument konstruisati da mera snaga . ,1,0
Matematička vrednost ka koji funkcija težiti kada nezavisan promenljiv težak beskonačnost . ,1,0
čin ili proces kompresija . ,1,0
stanje kada jesam neki prosperitetan i uspešan . ,1,0
britanski novinarstvo ; ulica u centar London u koji jesam smestiti sedište većina novinski agencija ,1,0
Mladić ili muškarac ,1,0
tkivo koji se neki mekušac prihvatati za stena . ,1,0
mržnja usmeriti prema promena ili prema sav što jesam nov ,1,0
"ptica trkačica koji imati ravan grudni kost koji nedostajati kobilica na koji biti se zakačiti mišić za letenje : noj , emu , kivi . ",1,0
obraćati se bog ; izgovarati molitva ,1,0
glista koji jesam parazt u crevo kičmenjak ( nrp . dečji glista ) . ,1,0
predvodnik orkužanih snaga ,1,0
"Oštar organ napad ili odbrana kao kod osa , raža , škorpion , često povezati sa otrovan žlezda . ",1,0
stanje telo ili telesni funkcija . ,1,0
Učiniti jednostavan ili lak ili on smanjiti kompleksnost ili domet . ,1,0
"promenljiv u logički ili matematički izraz čiji vrednost određivati zavisne promenjive ; ako jesam f ( x ) = y , onda jesam x nezavisan promenljiv ",1,0
mali papagaj dug repa ,1,0
Čin udaranje jedan stvar drugi . ,1,0
postati psihološki ili fizički naviknut ( na nešto ) . ,1,0
koji imati više ugao ,1,0
Položaj delovati ili element . ,1,0
ubistvo javan ličnost iznenadan napad . ,1,0
"čin obrezivanje jesam jevrejski i muslimanski obred , koji se izvoditi na muškarac osmi dan po rođenje ",1,0
glavat delfin ,1,0
izopačivanje šta ( upravljanje šta na pogrešan upotreba ) ,1,0
rožac ,1,0
stanje ili činjenica postojanje . ,1,0
deo spoljašnji uvo ,1,0
društven grupa unutar nacionalan kultura koji imati svojstven obrazac ponašanje i verovanje ,1,0
torbar mravojed ,1,0
Angažovanje neki kao učesnik . ,1,0
pripremljen hrana za ponet ,1,0
biljojed ljiljak ,1,0
kognitivan proces utvrđivanje valjan dokaz ,1,0
polumekan bledo-žuti sir ,1,0
neki ko kreirati nov ples . ,1,0
lekar koji jesam specijalizirati reumatologija . ,1,0
lekar specijalista koji lečiti deca . ,1,0
davanje religiozan instrukcija ,1,0
rečnik džepni format ,1,0
droga koji brzo izazivati zavisnost ,1,0
krenuti u drugi pravac ,1,0
tortilja od brašno koji se u koji se uvijati punjenje ili fil ,1,0
osoba kod koji jesam inteligencija nizak od normalan ,1,0
kombinovati u jedan . ,1,0
napad koji se sastojati od lažan i zlonameran publikacija koji jesam odštampati da biti se živ osoba oklevetati ,1,0
hirurški intervencija na oka ,1,0
traka blizu granica predmet ,1,0
Zemljišnji posed koji jesam vladati neki zemlja proglasiti za javno dobro . ,1,0
hijena . ,1,0
dvovalentan radikal CH2 koji se dobijati od metan ,1,0
konjski muva . ,1,0
napuniti mastilo ,1,0
osoba koji jesam često u društvo drugi ,1,0
Koštana ili rožnat prekrivač telo koji se često sreća kod bezkičmenjaka i imati zaštitni funkcija . ,1,0
Sprečiti da se nešto desiti ili da biti u određenom stanje . ,1,0
promena ponašanje ili princip ili tačka gledište ,1,0
biti koji supstancija koji organizm prerađivati da biti dobiti energija i graditi telesni tkivo . ,1,0
"Glumac smestiti među publika , čiji nastup jesam uvežbati ali publika izgledati spontan . ",1,0
koji jesam i manjiti po broj od dva delo . ,1,0
ibis . ,1,0
"bistar , bezbojan tečnost koji odvajati mozak i kičmeni moždina od njihov ovojnic ",1,0
dva susedna slovo ( posebno dva slovo koji predstavljati jedan glas ) ,1,0
Dugačko sedalo za više osoba . ,1,0
fakultet i student koji jesam u sklop koledž ,1,0
zaokupiti na prijatan ili zabavan način . ,1,0
postati stabilan ili stabilan . ,1,0
malo jato divalj kokoš ili jarebica ,1,0
koji imati i mške i ženski karakteristika . ,1,0
horizontalan komponenta vektor celokupan kretanje . ,1,0
ogranak nerv butni kosti koji inerviše potkožan deo sav do unutrašnji delovati noga i stopala . ,1,0
KZ ,1,0
"sonet sačiniti od oktava sa obrazac rima abbaabba , iz koji slediti sekstet sa obrazac rima cdecde ili cdcdcd ",1,0
elektroda sa pozitivan punjenje preko koji elektron napuštati električni uređaj ,1,0
postati demokratičan ( za nacija ) . ,1,0
čin pokretanje nešto po prvi put ; uvođenje nešto nov ,1,0
odbiti kao nevažno . ,1,0
onaj što se nasleđivati ; sveukupnost prava i obaveza koji sa preminuli prelaziti na naslednik ,1,0
koji se dešavati ili koji postojati u isti vreme ili koji imati isti perioda ili faza ,1,0
tkanina istkati od lanen niti . ,1,0
suknen moljac . ,1,0
koji imati isti centar ,1,0
slovni lik kod koji jesam slovo nakriviti udesno ,1,0
osoba kvalifikovati da se baviti stomatologija ,1,0
linija za kašnjenje koji se zasnivati na vreme širenje zvučan talas ,1,0
biti uključiti u trgovina ,1,0
Aguti i ? ? ,1,0
lagano dodirivati ili maziti . ,1,0
Trčati preko izvestan udaljenost . ,1,0
vertikala prolaz koji obezbeđivati put kroz koji se dim od vatra oslobađati kroz zid ili krov zgrada ,1,0
bizamski pacov ,1,0
prolazan akcija radnik u znak protest protiv odluka uprava ili da biti se postaviti neki zahtev . ,1,0
tuljan . ,1,0
koncept ili ideja koji jesam povezati ni sa jednom poseban pojava . ,1,0
periodika koji se pojavljivati u najavljen vreme . ,1,0
truba u ušni duplja ,1,0
čiji domaćin biti ,1,0
piva sa velik procent alkohol ; po zakon se smatrati previše jak da biti se prodavati kao piva ,1,0
relativno mali grua suvozemni saproba . ,1,0
spoljašnji pokrivač ili omotač ,1,0
injekcija koji se ubrizgavati u vena ,1,0
uspešan udarac u atletski takmičenje ( posebno u bejzbol ) ,1,0
pomerati ili ljuljati napred-nazad . ,1,0
"neki ko sa neki deliti isti predak , ma kako udaljen . ",1,0
politički teorija koji se zalagati za autoritaran hijerarhijski vladanje ( suprotno od demokratija ) ,1,0
koji imati vviše izvod ,1,0
an abundance of material possessions and resources ,1,0
potamniti i učiniti hrskav pod uticaj toplota . ,1,0
majmun lav ,1,0
zlatan šaran ,1,0
muzej koji jesam čuti turistički atrakcija Pariz ,1,0
izbaciti sadržaj stomak na usta ,1,0
utvrditi tako da rezultat jesam više sumnjiv ni upitan ; definitivno poznat ,1,0
Preduzeće povezati sa trgovina . ,1,0
"kod biljka i životinja , onaj koji pripadati pol koji proizvoditi raspolodne ćelija koji obavljati oplodnu funkcija u reprodukcija . ",1,0
privlačenje supstanca hemisorpcijom ,1,0
biti u ravnoteža ,1,0
lako zapaljiv masa sastaviti od benzin i natrijum-palmita ,1,0
stih sa šest metrički stopa ,1,0
Načiniti prekrivač na nešto . ,1,0
poseban situacija . ,1,0
Članak u koji se saopštavati vesta . ,1,0
ženski skraćen dvodelan kupaći kostim ,1,0
promeniti zagrevanje ,1,0
biti koji notacija za predstavljanje broj ,1,0
Prostorna lokacija nešto . ,1,0
biti zaposliti . ,1,0
dehidriran mleko ,1,0
deo posteljina koji se presvlačiti jastuk ,1,0
"koji propuštati svetlost , kroz koji moći jasno da se viditi ",1,0
Koginitivni proces donošenje odluka . ,1,0
nenameran nešto ostaviti . ,1,0
nešto što obezbeđivati pristup ,1,0
izraz neki želja ili naklonost . ,1,0
klasa kriminalac . ,1,0
zgrada u koji se vršiti likvidacija životinja radi proizvodnja meso ,0,1
pollack ,1,0
"ponovljen snimanje tkivo dobijati se razlika u signal koji jesam posledica promena u tkivo koji nastajati njegov korištenje . kako jesam obično reč o snimanje mozak , ovaj snimanje jesam moguće pokazati aktivnost delovati mozak pri izvršavanje neki zadatak . ",1,0
označavati da jesam subjekt rečenica ' primalac ' ili ' cilj ' radnja označen glagol ,1,0
svojstvo mentalan život živ organizam . ,1,0
"prazan prostor , obično na neki način ograničiti . ",1,0
"aligator , kajman ",1,0
Kućni aparat za automatski pranje vešati . ,1,0
mužjak u proleće imati ogrlica od perje dok jesam ženka bez ona i mnogo manja ,1,0
ne izvrći koleno kad raditi ovaj vežba ,1,0
ne ostvariti ni profit ni gubitak . ,1,0
čin lišavanje hrana ili izlaganje glad ,1,0
Tehnički aspekt funkcija nešto . ,1,0
Čin izlaženje . ,1,0
staviti ili ubaciti u nešto . ,1,0
nerv koji sprovoditi impuls do mišić ili žlezda ,1,0
kompleksan kompozicija znanje kao element i njihov kombinacija . ,1,0
Presvučeno sedati za više osoba . ,1,0
biti neki prihvatljiv ili odgovarajući . ,1,0
udisati neki miris ; opažati čulo miris . ,1,0
"tvar koji dobro provoditi , na primer , elektricitet i toplota ",1,0
Čin ulaganje novac . ,1,0
inkorporacija pridruživanje ili ujedinjavanje ,1,0
"verski kult koji se praktikovati uglavnom na Karibi , pre sav Haiti ; uključivati veštičarenje i verovanje u primitivan božanstvo i fetiš ",1,0
prostor za kretanje . ,1,0
parac odlomiti ili odseći od nešto ,1,0
"koji predstavljati ili odražavati izvornik , po koji jesam ostati sličan stvar oblikovati ",1,0
izazvan lekrevim reč ili terapija ( koristiti se posebno za komplikacija koji nastajati kao posledica lečenje ) ,1,0
Lini koji označavati granica . ,1,0
"koji jesam usmeriti duž radijus , poluprečnik ; ići od centar krug i lopta ",1,0
spontan dezintegracija radioaktivan supstanca zajedno za emisija jonizirajuće radijacija . ,1,0
u srednjovekovan legenda nevesta kralj Kornvala koji se zaljubiti u kraljev nećaka Tristan pošto jesam greškom popiti ljubavan napitak i ostati večno zaljubiti ,1,0
biti zaljubiti ili u ljubav s neki ,1,0
Učiniti da opet biti svež . ,1,0
pustiti ili uzrokovati da šta kapati ,1,0
boa i piton . ,1,0
pasaž odabrati iz dug delo ,1,0
"Uništiti integritet nešto , obično silom ; razdvojiti u delić ili fragment . ",1,0
dug veštački kameni ili zemljan hum izgraditi da biti se zadržati voda ili kao podrška put . ,1,0
gvozden ili kožan klinčić na đon kopačka ,1,0
obezbediti odobrenje ili podrška za nešto . ,1,0
sposobnost da se zadovoljiti obligacija kako dospevati . ,1,0
ostriga u pavlaka ,1,0
Čin rođenje dete ,1,0
sposoban za korektan i validan rezonovanje ,1,0
kesten ; ? chinkapins . ,1,0
ne pristati na prihvatanje ili priznanje nešto . ,1,0
dobiti poen u igra ,1,0
ispit koji se sprovoditi pri sredina univerzitetski semestar ,1,0
stajni ekstremitet donji udati kod kičmenjak . ,1,0
socilaista koji zastupati komunistički ideologija ,1,0
Završetak ili uništenje unija . ,1,0
jagnjeći odrezak ,1,0
"Uobičajeno ime za osoba , obično skraćen verzija njegov ličan ime . ",1,0
( obično množina ) ceremonija koji uključivati parada i govor ,1,0
weakening ( reducing the concentration ) by the addition of water Or a thinner ,1,0
deo debeo crevo ,1,0
los ,1,0
proces privremen kosti iza uvo u osnova lobanja ,1,0
Istraživanje pitanje koji postavljati naučni teorija i hipoteza . ,1,0
Sten koji jesam nastati hlađenje i stvrdnjavanje magma . ,1,0
obeležiti tačkica ,1,0
kreker posut so pre pečenje ,1,0
brzinski takmičenje između konj . ,1,0
neki stvoren muzički delo . ,1,0
materija koji upijati drugi materija ; koji imati sposobnost ili tendencija da jesam privući ili absorpcijom ili adsorpcija ,1,0
Čin kada se odlučivati za nešto . ,1,0
podvrgnuti nedobronamernom smeh . ,1,0
umotati u talas ili lokna ( o kosa ) . ,1,0
Mišićni sistem organizam . ,1,0
"vodozemac samo sa jedan , prednji para noga . Spoljašnje škrga zadrxavaju kao i Protej ceo život ; nemati očni kapak ; majušan oči se providiti kroz kožica koji ona pokrivati . ",1,0
proizvod s koji se trgovati . ,1,0
mikser sa električni pogon koji vitlati sečivo koji mešati ili sipati ili rastvarati hrana ,1,0
dobiti ili pokušati dobiti na telefon . ,1,0
Markovljev proces kod koji jesam parametar diskretan vremenski vrednost ,1,0
ostati jesam još samo da se doterati neki finesa u igra plaviti . ,1,0
pavpav ,1,0
kandidat koji jesam podmetnuti da biti podeliti opozicija ili sakriti istinski kandidat ,1,0
dobiti na toplota ili se zagrijati ,1,0
"deo teren u koji jesam akutan proces klizanje , ili u koji jesam sačuvati strukturni i reljefan odlika stvoriti proces klizanje ",1,0
Mišić koji proizvoditi ili pomagati u uvrtanje . ,1,0
kupast dečji igračka koji se sužavati u čelični vrh na koji moći da se zavrtiti . ,1,0
znak koji nešto činiti očigledan . ,1,0
Čin dolazak na odrediti mesto . ,1,0
osobina onaj što jesam izotropan ; koji imati imati isti vrednost kada se mera po raznim pravac ,1,0
proces u reprodukcija i rasti kod koji se ćelija deliti i nastajati nov ćelija ,1,0
Čin nuđenje poboljšanje da se ispraviti greška . ,1,0
"opšti naziv za piva koji jesam dobiti sa vrh pri fermentacija pšenica ; obično jesam veoma svetao , mutan i penušav ",1,0
sirena ,1,0
bogosluženje koji se obavljati u kasno popodne ili veče ,1,0
"u matematika , simbol koji predstavljati funkcija iz funkciaj u funkcija ",1,0
any of numerous shrubs Or herbs Or vines of the genus Solanum ; most ar poisonous though many bear edible fruit ,1,0
osoba čiji bogatstvo prevazilaziti u vrednost jedan milion dolar ,1,0
sistem pisanje u koji karakter predstavljati slog ,1,0
"vrana , svraka , ? ? ? ",1,0
potvrda ili vaučer ( obveznica ) koji potvrđivati dug ( dugovanje ) ,1,0
uzica načiniti od upleten vlakno ili žica . ,1,0
na visok nivo po rang ili značaj ,1,0
izjaviti za neki da jesam kriv po krivičan optužba . ,1,0
