X,Predicted,Real
planirati pažljivo i razumno . ,1,0
"u anatomija mali struktura nalik mali koren , fibrili nerv ",1,0
ukloniti neželjen supstanca iz nešto . ,1,0
nakit koji se nositi oko zglob za ukras ,1,0
( Grčka mitologija ) Titan koji jesam Zevs prisiliti da nositi nebo na rame ,1,0
jak čaj koji se služiti sa pun led ,1,0
kardinalan tačka kompas koji jesam na @card@ stepen ,1,0
( jevrejski ) pržen crevo živin sa začnjenim punjenje od Maca obrok i sala ,1,0
"kuhinjski sprava za pasiranje , npr . krompir ",1,0
metal koji jesam otporan na korozija ili oksidacija . ,1,0
"ogranak Sredozemnog morati izmađu Slovenija , Hrvatska , crn Gor i Albanija na istok i Italija na zapad ",1,0
detaljan i dokumentovan spis o određenoj tema ,1,0
koliko imati nešto što se moći izmeriti . ,1,0
mali flauta ; zvučati za oktava više od standardan flauta . ,1,0
pas srednji rast specijalan uzgajati za potreba lov na lisica ,1,0
"ihvatiti i protresti nečiji ruka , kod upoznavanje ili kao potvrda neki dogovor ",1,0
izvršavanje dva ili više računarski program od strana jedan računar ,1,0
ostrvski država n aostrvu Dominika ,1,0
lagan obrok ,1,0
napraviti ravan ili ravan . ,1,0
polomiti ili skinuti pečat sa nešto ,1,0
meriti vreme ili trajanje događaj ili radnja . ,1,0
južna solomonski ostrvo koji jesam os @card@ nezavisan država u okvir Britanskog Komonvelt ,1,0
vozilo sa točak koji jedan osoba moći da gurati ; moći da imati dva ili četiri točak . ,1,0
sup sa von ton knedla ,1,0
ishod šta urediti putem prevara ,1,0
"francuski specijalitet , krema ili puding od mlijeka i jaje koji se peti u pećnica ",1,0
Godišnja ili višegodišnji tropski ili suptropska žitarica : sorghum . ,1,0
materija koji imati sposobnost ili tendencija da adsorbuje drugi materija ( adsorbat ) ,1,0
doktor koji jesam specijalizirati bolest krv . ,1,0
u grčki mitologija prvobitan divovski bog koji jesam vladati zemlja pre nego što ona jesam zbaciti Zevs ; titan jesam biti potomak Uran i Gee ,1,0
mali pljosnat kvadratni pravougaon komad staklo na koji se moći montirati uzorak za mikroskopski istraživanje ,1,0
u grčki mitologija lep mladić koji se zaljubiti u sopstven odraz ,1,0
mali kocka specijalan napravljen led za hlađenje pića ,1,0
uglavnom ? ? drvo ili žbun : grab ; ponekad se smeštati u podfamiliju Carpinaceae . ,1,0
koji imati urođen sklonost prema dobrota ,1,0
organ koji jesam neophodan za život . ,1,0
izjava usmeriti na buđenje poverenje . ,1,0
koji ne moći da govoriti zbog urođen gluvoća ,1,0
Tipičn i vrganj iz pododeljak Basidiomycota . ,1,0
bukavac ,1,0
deo stena koji se pojavljivati iznad površina okolni zemljište ,1,0
"odbijanje vera , da se verovati u nešto . ",1,0
bring forth Or yield ,1,0
plosnatica koji imati oba oka na levi strana ,1,0
kameni ili metalan obejkat koji predstavljati ostatak meteor pošto jesam udariti u zemljin površina ,1,0
u srednjovekovan legenda nevesta kralj Kornvala koji se zaljubiti u kraljev nećaka Tristan pošto jesam greškom popiti ljubavan napitak i ostati večno zaljubiti ,1,0
neprekinut veza ili spoj . ,1,0
Peršun ,1,0
poklapati se sa podkraljevstvom Parazoa : sunđer . ,1,0
kompilator za program pisan u Fortranu ,1,0
raditi kao vozač ,1,0
koji nešto potvrđivati ,1,0
Načiniti od mesto sav dom . ,1,0
star kraljevtvo na sever Mesopotamija koji se danas nalaziti u Irak ,1,0
slatkiš od čokolada ,1,0
koji podvrgavati ( neki ili nešto ) uticaj ili kontrola . ,1,0
Članovu poslovan organizacija . ,1,0
Grčki obg tama koji jesam živeti u podzeman svet ; sin haos i brat Noksala ,1,0
mediteranski drvo koji davati terpentin . ,1,0
linija na glava koji se napraviti kad se kosa češljati u različit smer ,1,0
"nauka o reljef zemlja , koji se baviti oblik reljef sa različit aspekt . ",1,0
naučnik koji istraživati zemljotres ,1,0
organizacija vojni vazduhoplovstvo . ,1,0
familija gljiva čiji ? ? ? ,1,0
prekrivač za krevet ,1,0
polagati mrest . ,1,0
bitak tokom Američkog rat za nezavisnots ( @card@ ) ; Britanac pod rukovodstvo Burgojna jesam biti poražen ,1,0
habulica ,1,0
polaran lisica ,1,0
mineral u čiji jesam sastav metal u dovoljan količina da biti se eksploatisati . ,1,0
Građevinska konstrukcija ( obično zakriviti ) koji služiti da premostiti otvor ( arhitektura ) . ,1,0
put posebno napraviti za specifičan upotreba ,1,0
znak ( ` ) koji se stavljati iznad vokal kako biti označiti naročit način njegov izgovor ,1,0
istorija reč ,1,0
Doći ili biti u blizak kontakt . ,1,0
protokol razviti za internet koji omogućavati da se podatak prenositi od jedan mrežni uređaj do drugi ,1,0
ličan zastupanje koji imati zakonski status ,1,0
Uređaj koji ubacivati svež vazduh i izbacivati prljav . ,1,0
znak ( $ ) koji se stavljati ispred brojati i označavati vrednost u američki dolar ,1,0
"specijalizovan struktura periferan , nekih motorički ili čulan nervni vlakno . ",1,0
biti nasuprot nešto drugi . ,1,0
"bolest ili nesposobnost koji proisticati od uslov rad , obično zbog dug izloženost štetan materija ",1,0
platiti novac za neki urađen posao ili usluga . ,1,0
"fermentisano meksički pića koji se praviti od sok raznih vrsta agava , naročito magej ",1,0
biti koji od raznovrstan sisara koji obično imati dug njuška i kandža . ,1,0
ustinjena i želatinirana usitnjen svinjetina ,1,0
Pomoć u nevolja . ,1,0
kanta u koji stajati đubar dok se ne izbaciti ,1,0
džepni kutijica za odlaganje papir i papir ,1,0
"radioaktivan transuranski metal , proizvesti bombardovanje plutonijuma neutron ",1,0
osoba sa svetlo koža i kosa ,1,0
računarski kola koji se sastojati od skupa elektronski komponenta ,1,0
proizvoditi zvuk lajanje . ,1,0
mešan salata sa preliv ,1,0
hrskavičav riba ,1,0
propust da se učestvovati . ,1,0
kremasta kajgana na tostiranom hleb namazan pašteta od sardela ,1,0
radioaktivan transuranski metal ; javljati se u trag u uranov ruda ; usputan proizvod plutonijuma ,1,0
dati prvenstvo kandidat ili mera ili odluka . ,1,0
"posuda za pića sa drška , obično cilindričan . ",1,0
puding od rendan šargarepa ,1,0
guava ,1,0
proziran tečnost bez miris i ukus . ,1,0
izraz neki želja ili naklonost . ,1,0
postati namočiti ,1,0
drozd ; u neki klasifikacija smatrati se podfamilijom ( Turdinae ) familija Muscicapidae . ,1,0
sprečiti donošenje odluka porota ,1,0
albatros . ,1,0
zgrušavanje crven krvni zrnce ,1,0
"Ponašati se osion , raditi naglo , bez dozvola . ",1,0
Pristupni put koji se sastojati od stepenik . ,1,0
spisak zaposlen sa njihov zarada ,1,0
planinski lanac između Španija i Francuska ,1,0
kretati se brže . ,1,0
mali evropski trešnja ,1,0
dresiran golub koji prenositi poruka ,1,0
teritorijalan podela za lokalan vlast ,1,0
stabilan zupčanik koji se sastojati od postavljanje kožan traka postavljen na životinjski vratiti tako da se moći pričvrstiti i povući kolica ,1,0
biti koji struktura koji stvarati skelet organizam . ,1,0
pustinjski oblast u južnoj Arizona ,1,0
komunikacioni sistem koji prenositi zvuk između dva udaljen tačka . ,1,0
uzak traka zemlja koji izlaziti u mora ,1,0
dovesti u stanje ravnoteža . ,1,0
staviti nešto preko nešto drugi ,1,0
stignuti kamo i ukrcati se ,1,0
"koji karakeriše ili koji pokazivati odbijanje , poricanje ili suprotstavljanje ; koji nemati pozitivan svojstvo . ",1,0
"Široki pljosnat pasulj , nikad se ne jesti sirov . ",1,0
sto dizajnirati za odrediti zadatak ,1,0
gimnastički sprava koji se sastojati od jak platno koji jesam opruga pričvrstiti za metalan okvir i po koji se skakati . ,1,0
voden zid koji se kretati ispred poplava ,1,0
Životinja koji proizvoditi ženski polni ćelija koji moći da oploditi muški polni ćelija . ,1,0
analiza periodičan funkcija u suma prost sinusoidnih komponenta ,1,0
"Nešto što se saopštavati ljudi , što oni saopštavati . ",1,0
divalj ovca polupustinja središnji Azija . ,1,0
naredba da se neki pojaviti lično na određenom mesto u odrediti vreme ,1,0
Obično se uključivati u mongoloidan rasa . ,1,0
nametnut porez na nešto . ,1,0
"Načiniti nešto u pisan oblik ; o tekst , muzički kompozicija , isl . ",1,0
instrument za izvršenje smrtan kazna ( pogubljenje ) koji se sastojati od drven ram gde se izvršavati smrtan kazna vešanje ,1,0
the social science that studies the origins and social relationships of human beings ,1,0
"standard , model ili obrazac koji se smatrati tipičan ",1,0
književan fantastika koji se baviti zamišljeniim uticaj nauka na društvo ,1,0
biti šta što služiti kao prikaz mišljenje neki osoba pomoću simbolički znak . ,1,0
uzrokovati da nešto negde otići ,1,0
ptica sa dug krilo i slab nožica ; velik deo vreme provoditi u leto . ,1,0
"Postić poslovan dogovor , sporazum , ili okončati pregovori . ",1,0
( o živ organizam ) onaj koji emitovati svetlost ,1,0
any of various leguminous plants grown for their edible seeds and pods ,1,0
mineral koji se sastojati od skandijum itrijum silikat ; izvor skandijuma ,1,0
Najgvirc ,1,0
deo atlantski okean južno od sjedinjen Americuykih Država i istočno od Meksiko ,1,0
elektronski uređaj koji se sastojati od mali kristal silicijumski poluprovodnik koji obavljati razneti funkcija u integrisan kola ,1,0
borba šaka ,1,0
kormoran . ,1,0
put ostaviti za hodanje ,1,0
imati uloga službenik u poseban funkcija ,1,0
"mlad kobila , ženski ždrebe . ",1,0
peskarica ,1,0
stanovnik Argentina ili poreklo iz Argentina ,1,0
veličina izražen broj ,1,0
obrazovni institucija . ,1,0
napraviti rupa u nešto ili izmedžu nešto da biti se lakše odvajati . ,1,0
biti koji struktura koji se granati iz centralni delo ,1,0
"poslati poruka ili pokušati da koji doći putem radio , telefon , itd ; napraviti signal u cilj prenošenje poruka ",1,0
električni kola koji jesam tako napraviti da uvesti proračunat kašnjenje u prenos signal ,1,0
"velik ptica sa opna na stopalo , živiti na južnoj hemisfera , imati dugačak uzak krilo ; poznati po snažan klizajućem leto . ",1,0
napetost između Arap i Izrael jesam eskaliarala i dovesti do kratak rat u jun @card@ ; odtle jesam Izrael izašao kao vodeći sila na Bliskom istok ,1,0
šesto slovo grčki alfabet ,1,0
pisan evaluacija akademski uspeh i ponašanje student ,1,0
relativno mali životinja koji glodati i koji imati samo jedan par sekutić koji stalno rasti i koji jesam specijalizovati za glodanje . ,1,0
grupisanje ljudi ili stvar u klasa ili kategorija ,1,0
Ren ,1,0
morski mikroorganizam koji imati kalcifikovan školjka sa otvor kroz koji izlaziti pseudopode . ,1,0
prestonica Jermenija . ,1,0
gust sup od junetina ili ovčetina sa povrće i prekrupa od ječam ,1,0
jedan administrativan odeljenje neki velik ili složen organizacija . ,1,0
odrediti raspored ( podatak ) za skladištenje i prikaz ( u računarstvo ) ,1,0
pripremiti za jela na visok temperatura ,1,0
učenje koji trebati da obezbediti opšti znanje i intelektualan veština a ne zanimanje i profesionalan veština ,1,0
Poprečne nitikoje se utkivati u osnova pri tkanje . ,1,0
"divalj mačka sa kratak repa , obično sa šiljat uši ; cena se zbog krzno . ",1,0
Trčati preko izvestan udaljenost . ,1,0
"lako se puzati uz gladak stena pražeći po pukatoinama insekt , stanarica srednji i južne Evropeca ",1,0
Čokoladni keks puniti beo krema . ,1,0
dlaka koji rasti preko donji delo lice kod muškarac ,1,0
tekući traka koji u fabrika prenositi roba i deo ,1,0
ostavljati ili crtati po površina . ,1,0
afiks koji se dodavati na početak reč ,1,0
koji jesam korenski tip ; koji jesam povezati sa lingvistički koren ili koji činiti isti ,1,0
u grčki mitologija čuti mitski grčki junak ; njegov povratak na Itaka posle opsada Troja jesam opisati u Odiseja ,1,0
"osoba ili komitet , departman , i sl . koji činiti telo čiji jesam cilj upravljnja nešto . ",1,0
"Učiniti atraktivan dodavanje ukras , boja , i sl . ",1,0
organizovati grupa radnik ,1,0
"bibliotečki katalog u oblik listić , kartica složen u poseban ormar ",1,0
reprezentacija osoba ( posebno u oblik skulptura ) ,1,0
mali hleb okrugao oblik koji se praviti sa prašak za pecivo umesto kvasac . Preteča biskvit kao kolač . ,1,0
Žlezda endokrinongsistema koji izlučivati horomone direktno u krvni sistem . ,1,0
"žut vino , suvo ili slatko , iz region Heres na jug Španija , piti se obično kao aperitiv ",1,0
ruski sup koji obično imati sok od cvekla kao osnova ,1,0
Položaj blizu ili smer prema desni strana ; tj . strana ka jug kada jesam osoba ili predmet okrenut ka istok . ,1,0
"u ekonomija , teorija takmičenje izražen kroz dobitak i gubitak među suprotstavljen igrač ",1,0
položiti ili postaviti u horizontalan sloj ,1,0
"u logika , iskaz koji jesam uvek tačan ",1,0
samo jedan vrsta : brnistra . ,1,0
hleb koji se praviti od integralan brašno . ,1,0
stabljika celer koji se kuvati ili jesti sirov ( kao začin ) . ,1,0
salata od seckan tunjevina iz konzerva ,1,0
vredan ruda srebro koji se sastojati od srebro sulfid ( Ag2S ) ,1,0
izmišljen mesto velik bogatstvo i mogućnost ; istraživač jesam ga tražiti u Južnoj Amerika u XVI vek ,1,0
"knjiga povezati tako da jesam hrbat i deo stranica u jedan , a ostatak strana u drugi vrsta povez ",1,0
"mali okrugao buba , jarki boja sa tačkica koji se obično hraniti lisni vaš i drugi napast . ",1,0
epski pesma pisati na srednji visokonemačkom koji se zasnivati na legenda o Zigfridu i tevtonskim kralj ,1,0
letelica bez krilo koji se penjati zbog vrtnja gornji elisa ,1,0
"ukuvan crn vino sa crn luka , peršun , majčin dušica i puter ",1,0
Žena-domaćin . ,1,0
politički teorija koji zagovarati državni vlasništvo nad industrija ,1,0
mali evropski sova . ,1,0
stanovnik Gvatemala ili poreklo iz Gvatemala ,1,0
Roid porodica Laniidae : tipičan svračak . ,1,0
svaki čulan organ koji jesam hemijski stimulisati ,1,0
kalup obložiti keks ili mrvica i napuniti voće ili šlag . ,1,0
"sos koji se po pravilo služiti s testenina ; sdrži seckan list bosiljak , beo luk , pinjola , sir parmezan i maslinov ulja ",1,0
prostor koji jesam unutar nešto . ,1,0
ubijati ( životinja ) obično radi hrana ,1,0
telefonski centrala na koji se kola zatvarati pomoću prekidač ,1,0
dug uzak čamac sa ravan dno a pokretati se veslanje ; tradicionalno se koristiti po kanal Venecija . ,1,0
preširok odeća od materijal za peškir koji se nositi nakon kupanje ili plivanje ,1,0
grbica koji se gajiti za salata i prilog . ,1,0
"materijal koji omekšavati pri zagrevanje , a ponovo stvrdnjavati pri hlađenje ",1,0
silabički pisma koriščeno na Krit u @ord@ vek pre nov era ,1,0
ovlašćenje ( dozvola ) za sklapanje brak ( venčanje ) između muškarac i žena ,1,0
hrskavica koji povezivati grudni kost ( sternum ) i kraj rebro ; njen elastičnost omogućavati grudi da se pokretati prilikom disanje ,1,0
"učiniti da se ( tečnost ) rasprska , naročito upotreba velik sila ",1,0
jedinica za zapremina koji odgovarati zapremina kocka čiji jesam ivica jedan decimetar ,1,0
koji se dešavati ili raditi istovremeno ,1,0
gramatički odnos koji stvarati neprelazan glagol ,1,0
majmun drekavac . ,1,0
nekastrirane odrastao muški ovca ,1,0
biti koji od dva delo zadnjica ,1,0
pokrivač napraviti od tkanina ,1,0
prozračan pregrada nalik staklo koji vozač obezbeđivati vidljivos a istovremeno ga štititi ,1,0
jastog u Njuburg sos poslužiti na tost sa puter ili pirinač ,1,0
zbirka istorijski važan dokument objavljen u forma knjiga ,1,0
broširan periodičan publikacija kao fizički predmet ,1,0
tekst popularan pesma ili muzički komad ,1,0
bar u koji jesam služiti suša ,1,0
biti šta što jesam opšte prihvaćen kao standard vrednost ili mera bogatstvo u određenoj zemlja ili region . ,1,0
osušen meso kokosov orah od koji se praviti kokosov ulja ,1,0
Čiji jesam životan ciklus ne trajati duže od jedan godina . ,1,0
a low area where the Land is saturated with water ,1,0
govorni čin koji se saopštavati informacija . ,1,0
hrana koji se služiti u jedan trenutak . ,1,0
napraviti rupa u nešto . ,1,0
Crvenosmeđi mesožder nalik rakun iz star svet ; u neki klasifikacija nemati nikakav veza sa džinvskom panda . ,1,0
grupa koji jesam deo oružan snaga . ,1,0
dozvola i izdavanje deonica za prodaja ,1,0
urbani zona sa određenom granica koji jesam manja od grad ,1,0
Mušterije za neki određen proizvod ili usluga . ,1,0
osoba koji zagovarati ekonomski teorija slobodan tržište kao glavnog regulator u ekonomija ,1,0
glista čiji jesam cilindričan telo izdeliti i spolja i iznutra . ,1,0
neki od mnogobrojnik korenski biljka uglavnom iz severni Amerika koji proizvoditi veoma alregogeni polen koji izazivati groznica i astma . ,1,0
okrugao tikva srednji veličina čiji unutrašnjost ličiti na špageti ,1,0
"jedan ili više audio zapis izdat zajedno ; na početak jesam taj biti na 12-to inčnoj ploča koji jesam imati atraktivan omot , a zatim na audio kaseta i kompakt disko . ",1,0
Medvedtka . ,1,0
u grčki mitologija Zevsov sin koji jesam postati kralj Likije ; boriti se na stran Trojanac u trojanski rat a ubiti ga jesam Patroklo ,1,0
o reč koji jesam takav da jesam jedan suprotstaviti drugi ,1,0
Članak u koji se saopštavati vesta . ,1,0
čaša napraviti od papir za jednokratan upotreba ,1,0
"živin punjen , kuvan i prekriven aspik ; servirati se hladno ",1,0
"bezbojan element , jedan od šest plemenit gas ; imati ga u veoma mali količina u vazduh . ",1,0
"jedinstven , nepodeljen prirodan entitet koji se javljati u sastav nešto drugi . ",1,0
posavetovati se sa svoj lokalan broker ,1,0
milioniti deo sekunda ,1,0
"azijski reka između Kina i Rusija , ulivati se u Ohotsko mora ",1,0
odvojiti ili izolovati jedan stvar od drugi i smestiti jesam grupa drugi stvar ,1,0
površ koji činiti dva poluprečnik kružnica pod prav ugao ipripadajući luk ,1,0
ploča koji jesam izgravirana ,1,0
sporazum koji regulisati postupanje prema ratni zarobljenik ,1,0
Najduži deo kanal za varenje u koji se zavšava varenje . ,1,0
AO ,1,0
peti ,1,0
"odvajanje u oblik listić izvestan delovati kost , žila i dr. koji jesam u zapaljenje ; ljušćenje koža ",1,0
small usually brightly-colored viviparous surface-feeding fishes of fresh Or brackish warm waters ; often used in mosquito control ,1,0
knjigovodstveni dnevnik kao fizički objekt . ,1,0
Žuti evropski vučak koji se gajiti za ispaša . ,1,0
zmija . ,1,0
( filozofija ) doktrina prema koji jesam znanje i vrednost ograničiti i zavisiti od subjektivan iskustvo ,1,0
udruživanje tri ili više homologih hromozom tokom prvi deoba u mejozi ,1,0
o zvuk koji se glasno razlegati . ,1,0
obezbediti pokrivač ili izazvati da biti pokriven . ,1,0
lekar specijalizovati za porođaj . ,1,0
točak oko koji jesam postaviti štapmarski karakter koji ostavljati otisak na papir ,1,0
šnicla dinstati u mešavina paradajz i luka ,1,0
