X,Predicted,Real
učiniti manje jak ili intenzivan ; smekšati ,1,0
porodica iz red Parietales koji uključivati rod Viola ; Hybanthus ; Hymenanthera ; Meličtus . ,1,0
vodomar . ,1,0
"u skolastika , jedan od četiri vrlina koji dolaziti od priroda . ",1,0
Načiniti neki besniti . ,1,0
drugi ime za jedan od mnogi porodica u koji se deliti porodica Polypodiaceae u neki kasifikacijama . ,1,0
strastan poljubac ,1,0
Osećanja proživeti kada jesam neki u zadovoljan stanje . ,1,0
kritički procieniti ,1,0
dijalekt berberski koji govoriti Tuarezi ,1,0
razgnevxlen nešto nepravedan ili pogrešan ,0,1
kukac kratkokrilac koji se obično ponašati grabljiv ili strvinarski . ,1,0
biti podvrgnuti nešto neprijatan . ,1,0
odbacivanje čin zabrana ,1,0
način sagledavanje situacija ili tema itd . ,1,0
suprug nečiji roditelj u sledeći brak . ,1,0
pavlaka koji imati dovoljno mastiti da moći da se tući ( @card@ % do @card@ % ) ,1,0
materijal od germanijum ili silicijum čiji jesam električni provodnost između provodnosti metal i izolator ,1,0
u paleografija spajanje dva ili više slovo u jedan ,1,0
BT ,1,0
"standardan teleprinterska tastatura ; taster za Q , W , E , R , T , i Y jesam prvi šest s levi strana u gornji red slovni taster ",1,0
kompilacija poznat činjenica o neki ili nešto . ,1,0
"Nemogućnost da se odmoriti , opustiti ili biti miran . ",0,1
rod tuplia ,1,0
raspodeliti naširoko . ,1,0
koji nemati neki izrazit kvalitet ili karakteristika . ,1,0
biti veoma primetati . ,1,0
o Mediteran ili koji se ticati Mediteran ili jesam krakatersitično za Mediteran ili se nalaziti blizu Mediteran ,1,0
porodica koji pripadati samo kukuvija dremavica ,1,0
velik i impozantan kuća . ,1,0
osoba koji imati konzervativan ideja ili stav . ,1,0
"iznenadno električni pražnjenje između oblak , ili između oblak i zemlja koji pratiti snažan svetlost ",1,0
zagovornik federalizam ,1,0
from @card@ million taj @card@ million years aga ; first air-breathing animals ,1,0
urediti po abecedni red ,1,0
rod koji uključivati evropsu lunju ,1,0
matematičar čiji jesam specijalnost geometrija ,1,0
koji osećati ili pokazivati ljubav i naklonost ,1,0
"Metvulja , ? horsemint , ? beebalm ",1,0
nacrtati ili napisati skica ili nacrt ,1,0
Način na koji se osoba odnositi prema drugi ljudi ( bihevioralni atribut ) . ,1,0
čin nameran odstupanje od istina ,0,1
nešto što izazivati osećanje čuđenje ,1,0
javno ili službeno najaviti ,1,0
podsticati neki da počiniti zločin ili neki krivičan delo ,0,1
@card@ ili @card@ u binanroj notacija ,1,0
"brutalan , varvarski i divljački čin ",1,0
imovina koji imati ekonomski upotrebljivost : novčan ili razmenjiv vrednost . ,1,0
Započeti ili voditi rat . ,0,1
kljunorošci ,1,0
neki od evroazijski biljka iz rod Helleborus . ,1,0
"Učiniti neki otkriće , učiniti nov pronalazak . ",1,0
koji se odnositi na termodinamika ,1,0
koji obezbeđivati ili osećati fizički udbnost ili opuštanje . ,1,0
Čin fizički bežanje . ,1,0
Roid porodica Laniidae : tipičan svračak . ,1,0
koji se odnositi na sekvencijalan izvršavanje više operacija ,1,0
stanje zadovoljstvo jer nem bolest . ,1,0
popraviti ili snabdeti zakrpa . ,1,0
ZM ,1,0
Čin počinjanje nešto . ,1,0
tražiti ili tragati ,1,0
zmijinci ,1,0
stanje sumoran žalost ,0,1
stanje zatočenosti ( obično za kratak vreme ) ,1,0
"knjiga sa kartonski , platnen ili kožan povez ",1,0
koji jesam moralno lož ili pogrešan . ,0,1
obaj koji neposredno slediti po vreme ili red ,1,0
jedan vrsta : nar . ,1,0
Količina koji moći da stati u neki merica ,1,0
duhovan vođ u nehrišćanski religija ,1,0
"biti povaliti , biti u horizontalan položaj . ",1,0
označiti zvezdica ,1,0
Saxš iz rod Eriophorum ; ,1,0
biti koji živiti ili izumreti član porodica Hominidae . ,1,0
neki mali kukac koji gristi : ? midges ; ? biting midges ; black flies ; papadaći . ,1,0
kvalitet neki ili nešto što imati slab ili manje poželjan pozicija . ,0,1
dati verbalan ili drugi izraz svoj osećanje . ,1,0
stanje krajnje sramotiti . ,1,0
dati razlog za očekivanje . ,1,0
čin savijanje ,1,0
koji se protiviti pravilo ili usvojen praksa . ,0,1
"koji jesam popustljiv , koji se teško upravljati . ",0,1
rod porodica Perdicinae . ,1,0
