X,Predicted,Real
koji se odnositi ili jesam oboleti od hemofilija ,1,0
romanski jezik koji se govoriti u Fancuskoj i u zemlja koji jesam biti Francuska kolonija ,1,0
"koji privremeno jesam aktivan , o vulkan ",0,1
"koji osećati ili ispoljavati žalost , naročito zbog nepovratan gubitak ",1,0
čuga ; ? hemlock fir ; ? hemlock spruce ,1,0
Čin koji se nešto činiti čistiti . ,0,1
koji se tič princip dobra i zlo ; koji se uklapati u standard ponašanje i karakter koji jesam zasnovati na ovaj princip . ,0,1
pređen put u jedinica vreme ,1,0
tabinje ,1,0
koji se odnositi na genealogija ,1,0
Čin ukrašavanje nešto ( u nada da hteti od taj privlačan izgledati ) . ,1,0
pollack ,1,0
bosti ,1,0
"Sočan , začinjen kolač sa pire od jabuka . ",1,0
"kontejner obično oblik kvadar , moći imati i poklopac . ",1,0
from @card@ million taj @card@ million years aga ; first air-breathing animals ,1,0
vilinski konjica i ? ,1,0
Pomoć u nevolja . ,0,1
"koji imati ili ukazivati na dobro zdravlje telo ili duh , kod koji nem upala ili bolest . ",0,1
poseban oblik sagrešenje ,1,0
brzo se i nasilno kretati ,1,0
gibon i siamanzi . ,1,0
zanimanje moler . ,1,0
pozitivno naelektrisati jon ,1,0
uzrokovanje da se nešto stalno pomerati sa jedan na drugi strana ,1,0
govorni čin koji se nešto prigovarati . ,1,0
glavoči . ,1,0
"Čin agresija , reći prema osoba koji se odupirati . ",1,0
Nešto što imati veličina i moći da se predstaviti matematički izraz pomoću konstane ili promenljiv . ,0,1
moreuz Engleskog kanal između obala Hempšir i ostreva Vajt ,1,0
jezik Kečua koji jesam govoriti Inka ,1,0
"knjiga sa kartonski , platnen ili kožan povez ",1,0
duhovan vođ u nehrišćanski religija ,1,0
negativno naelektrisati jon ,1,0
bitak tokom Američkog rat za nezavisnots ( @card@ ) ; Britanac pod rukovodstvo Burgojna jesam biti poražen ,1,0
koji jesam sklon ljubav ili ispoljavanje ljubav ,0,1
Osećanje velik sreća . ,0,1
koji zasluživati uvažavanje i poštovanje ,0,1
koji se ticati ili se odnositi na etiologija ,1,0
vlasnik mlekara ili onaj ko u ona raditi i voditi jesam . ,1,0
dopustiti da moneta fluktuirati . ,1,0
Čičkovac . ,1,0
galeb ; ? terns ; ? jaegers ; ? skimmers ,1,0
razvijati se u pozitivan smer ,0,1
koji se odnositi na rekurziju ,1,0
"izbočiti , ispupčiti deo telo . ",1,0
izjaviti za neki da jesam kriv po krivičan optužba . ,0,1
"onaj koji posedovati svojstvo lepljenje , priljubljivanje ",1,0
pasaž odabrati iz dug delo ,1,0
o apostrofa ili koji jesam karakteristika apostrofa ,1,0
koji nastajati iz želja da se doprineti blagostanje ili sreća drugi . ,0,1
rod iz familija Phytolaccaceae : ? pokeweed . ,1,0
biti prihvatljiv ili pristati . ,0,1
lekar specijalista u medicinski dijagnostika . ,1,0
Proparati koža ( na delo telo ) grebati jesam . ,1,0
nalaziti da jesam nešto zabavno ili prijatno . ,0,1
voziti čiji vozač imati posati da odvesti putnik gde žele u zamena za novac ,1,0
trka izmđe ljudi koji voziti bicikl ,1,0
zlatnica ,1,0
mali digitalan račnar zasnovati na mikroporcesorima konstrisan tako da moći da ga nositi samo jedan osoba ,1,0
ostanak na neki mesto ,1,0
suma isplaćen novac . ,1,0
onaj koji jesam običan ; jesam konevencionalan ili konformist . ,0,1
sumnjati ili izražavati sumnjičav spekulacija . ,1,0
nemogućnost da se otplata sav dug kada dospeti za naplata ,1,0
metrički stopa sa dva uyastopna naglašen sloga ,1,0
Omotač koji trebati da zaštititi nešto od oštećivanje ili povreda . ,0,1
koktel Bladi Meri bez alkohol ,1,0
"koji se ticati Brazil , njen ljudi i kultrue ",1,0
glavoč ,1,0
stvoriti mišljenje o nešto ili preneti stav . ,0,1
Događaj svršetak nešto . ,1,0
stanje u kme jesam nešto prisutan . ,1,0
rod podporodice Sterninae ,1,0
otresti se ( nešto ) . ,1,0
liver Or meat Or fowl finely minced Or ground and variously seasoned ,1,0
"energija libido trajno uložiti u neki ideja , lice ili predmet . ",1,0
biljka iz porodica Commelinaceae . ,1,0
Argus fazan ,1,0
a woman ancestor ,1,0
žena koji jesam voditi Dante kroz pakao u Božanstvenoj komedija who guided Dante through Paradise in the Divine Comedž ,1,0
runolist ,1,0
GM ,1,0
inherentan kompleks atribut koji određivati moralan i etički akcija i reakcija osoba . ,0,1
zanimljiv ili šaren ukras koji se dodavati da umanjiti jednoličnost . ,1,0
"imati poželjan ili pozitivan kvalitet , posebno onaj koji jesam pogodan za određenu stvar ",0,1
"Nemogućnost da se odmoriti , opustiti ili biti miran . ",1,0
"Čin naginjanje , saginjanje . ",1,0
rod porodica Fringillidae ,1,0
oji se odnositi na logograme ili logografe ,1,0
izraziti dobar želja pri susret sa neki ,1,0
onaj što dovoditi do taj da se nešto klizati ,1,0
"onaj koji se moći ukazati poverenje , u koji se moći pouzdati ",0,1
Pobeda dobiti na poen kada nem nokaut ( boks ) . ,1,0
koji se odnositi na gramatički paradigma ,1,0
Otkopčati dugmad na nešto ,1,0
uzdizanje osoba do status bog . ,1,0
pleten jakna koji se zakopčavati napred pomoću dugmad ili rajsferšlus ,1,0
majmun drekavac . ,1,0
sposobnost onaj što jesam stabilan i na siguran i nepomično fiksirati na jedan mesto ,1,0
osloboditi restrikcija . ,1,0
kaput napavljen od krzno . ,1,0
"ispariti mleko , na primer ",1,0
"lav , leopard , jaguar , tigar , ? ? ",1,0
božji ovčica ,1,0
Uložiti novac na ishod neki situacija . ,1,0
dijalekt visokonemačkog koji se govoriti u deo Pensilvanija i Merilend ,1,0
tri boginja usud ; u rimski mitologija ona odgovarati Parke ,1,0
porodica sevenoameričkih indijanski jezik koji govoriti Irokezi ,1,0
odustati od kakav pozicija ili se sa ona povući ,1,0
rod porodica Perdicinae . ,1,0
pokušavati saznati čiji mišljenje i namera ,1,0
revolucija u Francuska kada jesam srušiti monarhija @card@ ,1,0
Čin koji se sloboda neki osoba ograničiti tako što se ona zatočiti ,1,0
zagovornik federalizam ,1,0
Mesečinac . ,1,0
trka izmeđo obično veoma moćan automobil ,1,0
energičan i oduševljen uživanje ,0,1
finski jezik koji govoriti Vepsi ,1,0
Škola koji se sastjae nedelja radi religijski obrazovanje . ,1,0
stanje pripadanje neki nacija po rođenje ili naturalizacija . ,1,0
"na primer , o vukanima ; koji trajno jesam aktivan . ",1,0
ponašanje koji jesam u sklad sa prihvaćen standard ,1,0
"češki prirodnjak , osnivač teorija nasleđe ( @card@ ) ",1,0
pokazivati poštovanje . ,0,1
"kombinacija doručak i ručak , uglavnom servirati u prepodnevni čas ",1,0
"engleski pesnik , najoznatije on jesam delo "" Kenterberijske priča "" ( @card@ ) ",1,0
briga o razlikovanje dobar i zao ili pravedan i nepravedan ; dobar ili pravedan ponašanje ,0,1
Isplaćeni novac . ,1,0
Načiniti napet . ,0,1
Čin fizički bežanje . ,1,0
razmestiti na raštrkan način . ,1,0
koji se odnositi na izolacionizam ,1,0
koji se odnositi na drevan Teutonce i njihov jezik ,1,0
neki trepljasta protozoa u oblik truba koji jesam član rod Stentor ,1,0
muški valdar imperija ,1,0
o eozinofilu ili koji se odnositi na eozinofil ,1,0
Učiniti čistiti uklanjanje prljavština ili neželjen supstanca . ,0,1
prilika za poseban veselje da obeležiti neki srećan događaj ,1,0
proizvesti deflacija . ,1,0
iskreno moliti ili tražiti nešto ,1,0
i u metaforički značenje ,0,1
preširok odeća od materijal za peškir koji se nositi nakon kupanje ili plivanje ,1,0
hard-shell clams ,1,0
Dudovac ,1,0
any of various reptiles of the suborder Sauria which includes lizards ; in former classifications included also the crocodiles and dinosaurs ,1,0
materijal od germanijum ili silicijum čiji jesam električni provodnost između provodnosti metal i izolator ,1,0
šafranika ,1,0
hemijski supstanca dobiti iz biljka koji jesam biološki aktivan ali nem nutritivni vrednost ,1,0
osećanje naklonjenost ,0,1
mleko iz mlekara proveren od strana mlečan medicinski komisija ,1,0
gajiti osećanje dubok poštovanje i strah pred autoritet . ,0,1
Način na koji se osoba odnositi prema drugi ljudi ( bihevioralni atribut ) . ,1,0
slika nag telo . ,1,0
Izreći sud o neki . ,0,1
radnja u koji se muškarac šišati . ,1,0
osoba koji jesam umreti i proglasiti za svetac proces kanonizacije ,0,1
stanje u koji se malo novac i materijalan dobro . ,1,0
odbacivanje čin zabrana ,1,0
imovina koji imati ekonomski upotrebljivost : novčan ili razmenjiv vrednost . ,1,0
podarka ,1,0
usmrtiti namerno i sa predumišljaj . ,1,0
koji osećati ili ispoljavati velik uzbuđenje ili zainteresovanost ,0,1
stvoriti mišljenje o nešto ; suditi oprezno ; napraviti procena . ,0,1
Početi plakata . ,1,0
"a reduced Or scarcely developed leaf at the start of a Plant 's life ( i.e. , cotyledons ) Or in the early stages of leaf development ",1,0
porodica Capromyidae . ,1,0
tražiti ili tragati ,1,0
dati kao poklon . ,1,0
koji se odnositi na termodinamika ,1,0
ruzmarin . ,1,0
osoba koji imati specijalan znanje ili sposobnost koji vešto obavljati . ,1,0
koji se odnositi na metorite ili jesam izazvno ona ,1,0
ispuniti ili anulirati dug ,1,0
"biti kakav ornamentalan obrazac ili dezen , na primer u vezenje . ",1,0
zbir vrednost podeljen broj vrednost ,1,0
ljulj ,1,0
EC ,1,0
koji se kretati . ,0,1
koji se odnositi na bradavica ,1,0
kukac iz porodica Psychodidae . ,1,0
Učiniti lep . ,0,1
Dakiri bez alkohol ,1,0
zabava koji držati pažnja . ,0,1
koji jesam kao brat ili imati osobina koji odgovarati bratski osobina ,1,0
postati umoran od neki ili nešto . ,1,0
koji osećati ili ispoljavati bol ili žalost zbog greh ili uvreda ,1,0
reprezentativan oblik ili obrazac ,1,0
turkijski jezik koji govoriti Uzbeci ,1,0
poseban oblik sagrešenje ,1,0
Nešto uraditi ( obično suprotno od nešto rečen ) . ,1,0
usmrtiti u velik broj . ,1,0
spojiti ili vezati . ,0,1
o streptokokama ili koji se odnositi na streptokok ili jesam izazivan streptokokama ,1,0
onaj koji imati velik moć ili sila ili snaga ili uticaj . ,0,1
popraviti ili snabdeti zakrpa . ,1,0
Čin smanjivanje ili redukovanje nešto . ,1,0
izumreti vrst aguštera : ichthyosaurs ,1,0
"koji jesam u sklad sa fiksiran redosled , procedura ili princip . ",0,1
uglačati turpija ,1,0
biljka iz porodica Portulacaceae koji imati mesnat sočan lišće i obiyno se gajiti kao začinski biljka ; u neki kraj jesam korov . ,1,0
nemogućnost prisustvo ,1,0
DZ ,1,0
prijatno i površno uzbuđivati ,0,1
specijalan grupa koji jesam delegirati da razmotriti neki stvar . ,0,1
"koji zadovoljiti ili šarmirati , obično da biti se na on uticati ",1,0
imati poverenje ili vera u neki . ,0,1
"koji se lako upravljati , koji ustupati . ",0,1
Čin okončavanje život . ,1,0
"koji se ticati Kambodža , njneih ljudi , jezik i kultrue ",1,0
o blastomeri ili koji se odnositi na blastomeru ,1,0
"koji se ticati jemena , njegov ljudi i kultura ",1,0
biljka iz rod Solidago koji cvetati uglavnom u leto i jesen . ,1,0
privlačenje supstanca hemisorpcijom ,1,0
"govoriti nerazgovetno , obično tih glas . ",1,0
rod porodica Monodontidae . ,1,0
kvalitet nešto što jesam adekvatno ili perfektno . ,1,0
( 18th century ) a watch with a balanca wheel having a fake pendulum attached taj it ,1,0
tuja ,1,0
gajiti nežan osećanje prema neki . ,0,1
završan otpuštanje pritisak sakupljen tokom okluzivne faza pri izgovor okluzivnih suglasnik ,1,0
Otić uzletanje sa zemlja . ,1,0
manifestovati nešto ili izneti na videlo . ,1,0
Događaj koji se pribojavati . ,1,0
pružiti moralan ili emocionalan snaga ,0,1
kravajac ,1,0
preparat koji se koristiti za čišćenje nešto ,0,1
žalostan zbog gubitak ili uskraćenosti ,1,0
zaokupiti na prijatan ili zabavan način . ,0,1
Čin nastavljanje neki aktivnost bez prekid . ,1,0
izazvati da postati otkačiti ili odvojiti . ,1,0
"stanje čovekov osećanje , posebno vezati za zadovoljstvo ili potištenost . ",1,0
Čin uklanjanje dlaka brijač . ,1,0
ploča koji jesam izgravirana ,1,0
engleski autor koji se stvoriti Šerloka Holms ( @card@ ) ,1,0
Uobičajeni kućni i poljski popac . ,1,0
remain in platac ; hold still ; remain fixed Or immobile ,1,0
koji tek što jesam zaspati ,1,0
bavarski krem okružiti piškota ,1,0
Osećanja koji se javljati kada osoba jesam u srećan stanje . ,1,0
