X,Predicted,Real
bitak tokom Američkog rat za nezavisnots ( @card@ ) ; Britanac pod rukovodstvo Burgojna jesam biti poražen ,1,0
turkijski jezik koji govoriti Jakuti ,1,0
moći se koristiti i u vremenski smisao ,0,1
biti neki prihvatljiv ili odgovarajući . ,0,1
kognitivan proces utvrđivanje valjan dokaz ,1,0
osoba koji voliti ili jesam voljen ,0,1
"spaliti , sažeći nešto oganj , vatra ",1,0
umetnik iz perioda romantizam ili koji jesam pod uticaj romantizam . ,1,0
biti percipirati ili primetiti na odrediti način ,1,0
svaki čulan organ koji jesam hemijski stimulisati ,1,0
ostanak na neki mesto ,1,0
koji se odnositi na drevan Teutonce i njihov jezik ,1,0
tražiti ili tragati ,1,0
the people of France ,1,0
Treća planeta od sunce ; planeta na koji ja živiti . ,1,0
Ublažavanje patnja ; pokazivanje velik dobrota prema izmučen . ,0,1
"onaj koji odgovarati određenoj osoba , mesto , stanje i sl . ",1,0
"ličan sloboda od ropstvo , zarobljeništvo i ugnjetavanje ",0,1
nametnut porez na nešto . ,1,0
koji imati urođen sklonost prema dobrota ,0,1
"koji pokazivati ili jesam motivisan saosećanje , razumevanje i velikodušnost ",0,1
Pomoć u nevolja . ,0,1
koji nastajati iz želja da se doprineti blagostanje ili sreća drugi . ,0,1
revolucija koji jesam predovdio Fidel Kastro i njegov gerila protiv korpumpiranog diktator ( @card@ ) ,1,0
Odeća koji se nositi ispod drge odeća . ,1,0
ljudi Еngleske ,1,0
oporavak ili način čuvanje od gubitak ili opasnost . ,0,1
"imati želja , čežnja ili velik apetit za nešto . ",0,1
odrediti sastanak ; pozvati ili narediti da se sastati ,1,0
rod ptica iz red Casuariiformes . ,1,0
"ustanoviti , zasnovati na zakon ili na zvanično prihvaćen pravilo ",0,1
koji se ticati Fidžijam negovih ljudi i kultura ,1,0
navlaka koji prerušavati ili štititi lice . ,1,0
radnja u koji se muškarac šišati . ,1,0
grupa mozanskih jezik koji se govoriti u Vašington ,1,0
"kretati se kroz vazduh , pridržavan vazduh . ",1,0
"koji se ticati Irak , nexgovih ljudi i kulure ",1,0
izraziti hvala za nešto ,1,0
umetnik koji jesam privržen ekspresionizam . ,1,0
potpodela neki vrsta stvar ,1,0
učiniti da okriviti u sudski postupak biti osloboditi ,1,0
a commercial mix for making a caka ,1,0
"priznati bog u prisustvo sveštenik , kao u katolisykoj vera ( ? ) ",1,0
Četvrta planeta od sunce . ,1,0
uznemiriti i izazvati gađenje ,1,0
Isplaćeni novac . ,1,0
"proces tokom koji ličnost i seksualan ponašanje sazrevati kroz pet faza : prvo usmen faza , slediti analan faza , a onda falusna faza , latentan faza i konačno genitalni faza . ",1,0
pavlaka koji imati dovoljno mastiti da moći da se tući ( @card@ % do @card@ % ) ,1,0
biti prihvatljiv ili odgovarajući . ,0,1
revolucija u Francuska kada jesam srušiti monarhija @card@ ,1,0
"razmotriti nešto detaljno , podvrgnuti analiza da biti se otkriti njegov suštinski svojstvo ili značenje . ",1,0
Ožiljak gde jesam biti privezati pupčani vrpca . ,1,0
ZW ,1,0
"stanje kada osoba stalno žmirkati , treptati . ",1,0
"prvi mleko dan dva posle teljenje ( jagnjenje , koženja ) ",1,0
koji se odnositi na etnografija ,1,0
Instrumentalisi ne uključivati gudač . ,1,0
"koji se žeti , tražiti ",0,1
koji osećati ili ispoljavati kajanje zbog nedelo ,1,0
posluženje koji se sastojati od sendvič i garnirung ,1,0
osećanje velik utučenost i melanholija ,1,0
osoba koji koristiti neki stvar ; neki ko koristiti ili upošljavati nešto . ,1,0
svaki odstupanje od zdrav ili normanog stanje ,1,0
Nezvanična asocijacija ljudi ili grupa . ,1,0
"postatio zreti , dostignuti pun razvoj ",1,0
rod porodica Monodontidae . ,1,0
gastropode koji imati ? ? ? ,1,0
novac koji se ulagati uz očekivan profit . ,1,0
biti koji živiti ili izumreti član porodica Hominidae . ,1,0
o Mediteran ili koji se ticati Mediteran ili jesam krakatersitično za Mediteran ili se nalaziti blizu Mediteran ,1,0
briga o razlikovanje dobar i zao ili pravedan i nepravedan ; dobar ili pravedan ponašanje ,0,1
držanje do moralan princip ,0,1
