X,Predicted,Real
slikar koji slediti teroije impresionizam . ,1,0
finski jezik koji govoriti Čeremisi ,1,0
stanje pripadanje neki nacija po rođenje ili naturalizacija . ,1,0
spojiti dlan uz pljesak . ,1,0
Pričati na besposlen ili neobavezan način sa element sumnja ili bez dovoljno razlog da se doći do zaključak . ,0,1
odbiti s gnušanje ,0,1
"koji jesam okarakterisati mračan , mističan i groteska ",0,1
rod porodica lasta Hirundinidae ,1,0
Oštri kraj . ,1,0
"koji karakeriše ili koji pokazivati odbijanje , poricanje ili suprotstavljanje ; koji nemati pozitivan svojstvo . ",0,1
biljka iz rod Monstera ; često se gajiti kao kućni biljka ,1,0
Stočar koji uzgajati goveda . ,1,0
"Lišiti se , okaniti se šta , odbaciti . ",1,0
raspredati ili pomenuti neki tema . ,1,0
jezik koji govoriti Aleuti ,1,0
stanje kada jesam učiniti prekršaj . ,0,1
čin koji se neki iskorišćavati ili maltretirati ,1,0
koji jesam pred erupcija ili izbacivati lav ( o vulkan ) ,0,1
koji s ne pokretati . ,0,1
osećanje naklonjenost ,1,0
ići indirektan ruta ili bez podešen tempo ,1,0
stanje stvar koji jesam skoro izvan nečiji mogućnost da jesam rešiti i zahtevati velik napor da se rešiti ili prevazići . ,0,1
zabraniti zakon ili zvanično usvojen pravilo ,1,0
vilinski konjica i ? ,1,0
proizvoditi zvuk lajanje . ,1,0
bolan osećaj koji proizlaziti iz svest o nedovoljnost ili krivica ,0,1
reći usput ,1,0
nametnut porez na nešto . ,1,0
odbacivanje čin zabrana ,1,0
KE ,1,0
zujare ,1,0
teorija u psilogiji po koji jesam asocijacija osnovni princip mentalan aktivnost ,1,0
loše mirisati ,0,1
znanje koji jesam akumulirati sistematski izučavanje i koji jesam organizovan po opšti princip . ,1,0
biti koji od raznih gljiva iz porodica Lycoperdaceae čiji okrugao plodonsono telo oslobađati oblak spor kada sazreti ,1,0
šiber koji se mera mali razdaljina ,1,0
koji se odnositi na sabat i njegov očuvanje ,1,0
koji osećati ili izazivati radost ,1,0
moruzge ,1,0
upotreba termografije za detekcija tumor gruda . ,1,0
"odbojno , vrlo neprijateljski ponašanje ",0,1
Učiniti ružan . ,0,1
jedan vrsta : nar . ,1,0
kljunorošci ,1,0
"razmotriti nešto detaljno , podvrgnuti analiza da biti se otkriti njegov suštinski svojstvo ili značenje . ",1,0
dati oblik ili forma nešto . ,0,1
stanje kada jesam neki prosperitetan i uspešan . ,1,0
radnik koji jesam najamiti da obaviti posati . ,1,0
nameran čin oduzimanje ,1,0
spomenak ,1,0
rod Zygophyllum ; Tribulus ; Guaiacum : Larrea ,1,0
monarhija na čiji jesam čela gralj ili kraljica ,1,0
ZW ,1,0
razlikovni karakteristika ili atribut ,1,0
Osećanje samopoštovanje i ličan vrednost . ,1,0
onaj koji jesam po moralan kvalitet ili izgled nalik na anđeo ili svetac ,1,0
pratiti ili otpratiti ,1,0
koji se odnositi na ekološki nauka ,1,0
neki ko posmatrati ispitni kandidat kako biti sprečiti varanje ,1,0
sočno ljubičast ili zelen voće iz rod Vitis ; rasti u grozd ,1,0
tražiti ili tragati ,1,0
u koji nem život . ,0,1
koji jesam veseo niti izazivati veselje ,0,1
zagovornik princip humanizam ,1,0
koji karakterisati životinja za razlika od biljka . ,1,0
brazilski orah ,1,0
Šljuke . ,1,0
o daktil ili koji jesam sačiniti od daktil ,1,0
izumro porodica : mastodont . ,1,0
biljka iz porodica Commelinaceae . ,1,0
Dikotiledonske voden biljka . ,1,0
koji se odnositi na morfologija biljka i životinja ,1,0
prilika za zaposlenje ili promocija . ,1,0
formalno predložiti ; na debata ili na skupštinski sastanak ,1,0
Pokušaj da se za sebe dobiti ličan priznanje ( posebno neprihvatljiv sredstvo ) . ,0,1
zob . ,1,0
podizati nivo ili količina nešto . ,1,0
izazvati povreda ili telesni oštećenje . ,0,1
proces u koji stepen temperatura telo ili medjiuma se menjati ,1,0
kvalitet onaj ko jesam brižljiv i pažljiv . ,1,0
objaviti sudski presuda ( neki ) ,0,1
"zamisliti , videti u misao . ",1,0
osoba koji vladati ili koamnduje . ,1,0
veseo osećanje ,1,0
"brak sa osoba koji ne pripadati vaš pleme ili grupa , kao što taj zahtevati običaj ili zakon ",1,0
žirafa ,1,0
set porcelan ili srebrnina za slušenje čaj ,1,0
kaput napavljen od krzno . ,1,0
lekar koji jesam specijalizirati reumatologija . ,1,0
Prus i Austrijanac jesam ratovati oko Šlezija a većina evrospkih zemlja jesam stati na jedan ili drugi strana ( @card@ ) ,1,0
čin ispovedanje . ,1,0
"semitski jezik koji se još uvek govoriti u jugozapadni Azija , a koji jesam prvobitno govoriti drevan Aramejci ",1,0
miroljubiv otpor prema vlada štrajk glad ili odbijanje saradnja ,1,0
lekar koji specijalizovati angiologiju . ,1,0
neki biljka iz rod Astrantia . ,1,0
osećati zadovoljstvo zbog nešto ,1,0
neki biljka iz rod Eryngium . ,1,0
Životinjska hrana koji se pasti po livada . ,1,0
porodica ptica koji se poklapati sa red Rheiformes . ,1,0
"lav , leopard , jaguar , tigar , ? ? ",1,0
stimulans sa nepoželjan posledica ,0,1
Čin procenjivanje ili prosuđivanje . ,1,0
metrički stopa sa dva neeaglašena sloga ,1,0
neki od evroazijski biljka iz rod Helleborus . ,1,0
navodnik koji se sastojati od dva crtica ,1,0
postati ljut . ,0,1
turkijski jezik koji govoriti Uzbeci ,1,0
"kvalitet koji činiti daa jesam nešto poželjan , vredan ili korisno . ",1,0
Najduži deo kanal za varenje u koji se zavšava varenje . ,1,0
"iznenadno električni pražnjenje između oblak , ili između oblak i zemlja koji pratiti snažan svetlost ",1,0
nilski konj ,1,0
stanje u koji jesam osoba krepak i nem telesni i duševan bolest . ,1,0
ukrasiti ili namestiti pomoću nešto okačen ,1,0
izuzetno nelagodan ,0,1
držanje do moralan princip ,0,1
pekidanje sednica ili sastanak ,1,0
ispuniti slutnja ili uznemirenost ; izazvati neprijatan iznenađenost ,1,0
konj riđ dlaka . ,1,0
osoba koji se baviti radiografjom . ,1,0
voden škorpija . ,1,0
"nauka koji se baviti analiza i dešifriranje kod , šifra i kriptograma ",1,0
zastareo naziv za Čanophyceae ,1,0
Učiniti goreti . ,0,1
pića stvoren pomoću magičan moć ; moći da učiniti da onaj ko ga popiti zavoliti onaj ko on ga jesam dati ,1,0
vest koji jesam upravo pristignuti ,1,0
imati sastanak da biti se o nešto razgovarati ,1,0
"biti povaliti , biti u horizontalan položaj . ",1,0
Porizvod načiniti od biljni materijal . ,1,0
razmena dobro za dogovoren suma novac . ,0,1
podarka ,1,0
baleniceps ,1,0
kiji se ticati Kuba ili njen ljudi ,1,0
"Braska biljka , vrsta vragolića . ",1,0
predvodnik orkužanih snaga ,1,0
duktus kroz koji se izbacivati mokraća kod večine sisara ,1,0
"koji jesam vlik po količina , broj ili stepen . ",0,1
komarča ,1,0
koji zasluživati sažaljenje ili podsticati na sažaljenje ,0,1
preterano velik ,1,0
relativno mali životinja koji glodati i koji imati samo jedan par sekutić koji stalno rasti i koji jesam specijalizovati za glodanje . ,1,0
sastavljati od komponenta ili delovati . ,0,1
modni elita ,1,0
Količina koji moći da stati u neki merica ,1,0
čin umirivanje ; ponovan zadobijanje čiji poverenje ,1,0
obestan i uzbudljiv poduhvat ( ne nužno zakonit ) ,0,1
unripe beans removed from the pod before cooking ,1,0
negativno naelektrisati jon ,1,0
rod porodica Falconidae . ,1,0
složen zvuk koji se sastojati od okluziva i frikativa koji se izgovarati na isti mesto ,1,0
stanje jak bes u koji lice pomodriti ,1,0
poklapati se sa rod Tarsius : avet ,1,0
čuga ; ? hemlock fir ; ? hemlock spruce ,1,0
ispit koji se obavljati tako što kandidat usmeno odgovarati . ,1,0
"napraviti nered , uništiti . ",0,1
razlikovni ali neopipljiv svojstvo koji okruživati osoba ili stvar . ,1,0
elektromagnetski zračenje koji moći da proizvesti fotohemijske reakcija ,1,0
materijal od germanijum ili silicijum čiji jesam električni provodnost između provodnosti metal i izolator ,1,0
stanje kognitivan proces neki osoba . ,1,0
stupiti u brak . ,1,0
koji se odnositi na ili jesam karakteričan za fašizam ,1,0
mrtvačnica u koji se leš kremirati ,1,0
"presuda ( odluka ) da optužiti jesam kriv , odluka o nepostojanje krivica , o oslobađanje od krivica ",1,0
Osećaj koji se doživljavati u očekivanje neki određenog bol ili opsasnosti i obično ga pratiti želja da se pobeći . ,0,1
ukloniti posvećenost sa osoba ili objekt . ,0,1
onaj koji jesam potreban ,0,1
Palačinke koji se praviti sa kiseo mleko . ,1,0
biti pažljiv ili siguran da se nešto učiniti ; uveriti se u nešto ,1,0
velik ( glavobolja ) . ,0,1
prerijski pas ,1,0
stanje u koji se malo novac i materijalan dobro . ,0,1
u star zavet izraelski sudija koji se velik snaga suprotstavljati Filistejcima ; koji jesam ga nakon izdaja njegov žena Dalila zarobiti ,1,0
koji se ticati kartuzijanski red ,1,0
mali tetreb ,1,0
Žohari i ? ,1,0
Glavni administrativan funkcioner koledž ili univerzitet . ,1,0
svaki odstupanje od zdrav ili normanog stanje ,0,1
deo tanak crevo između dvanaestopalačni crevo i ileuma ,1,0
konj belac ,1,0
vlada koji jesam slobodan od vanjski kontrola ,1,0
o zvuk koji se glasno razlegati . ,1,0
sumnjati ili izražavati sumnjičav spekulacija . ,1,0
sporazum koji prestajati neprijateljstvo . ,1,0
biljka iz rod Tofieldia koji imati prava lišće i mali cvet . ,1,0
rod porodica Dracunculidae . ,1,0
životinja iz red averova koji se hraniti strvina i zudara . ,1,0
koji ne pripadati snaga sopstven zemlja ili snaga saveznik ,0,1
brzo se i nasilno kretati ,1,0
novina mali format ( 400x300 mm ) ,1,0
Duže opštenje ( često interaktivno ) koji se baviti neki određenom tema . ,1,0
biti koji živiti ili izumreti član porodica Hominidae . ,1,0
"kombinacija doručak i ručak , uglavnom servirati u prepodnevni čas ",1,0
izvući iz kakav zamršenost ,1,0
odnositi se na čovečanstvo odnosno na vreme postojanje ljudski rod ,1,0
koji drugi žeti zlo ; koji nastajati iz velik zloba ili mržnja . ,0,1
proizvesti klik ,1,0
proučavanje pravilo za formiranje moguć reč u jedan jezik ,1,0
rod porodica Soricidae . ,1,0
slovenski jezik koji govoriti Slovenac ,1,0
distilled from fermented molasses ,1,0
nesposobnost osoba da se setiti ili uraditi onaj što obično moći ; često uzrokovati emoionalnom napetost . ,0,1
urediti u stog ,1,0
stanje u koji čovek ne moći da funkcionisati normalno i bez bol . ,0,1
izuzetno uvredljiv za moral ; koji izazivati užas ,0,1
učtivo šta naručiti ; izrazit želja za šta ,1,0
zlatovrana ,1,0
suhoperka ,1,0
prisilan potčinjenje kontrola drugi . ,1,0
the social science that studies the origins and social relationships of human beings ,1,0
